A;owner;project_name;days_until_stale;days_until_close;stale_label
6;Moya;Moya; 60; 14;
6;Moya;Moya; 60; 14;
8;Moya;Moya; 60; 14;
7;Moya;Moya; 60; 14;
9;Moya;Moya; 45; 14;
5;Moya;Moya; 45; 14;
5;Moya;Moya; 45; 14;
5;Moya;Moya; 45; 14;
5;Moya;Moya; 45; 14;
4;Moya;Moya; 45; 14;
6;Moya;Moya; 45; 14;
5;Moya;Moya; 45; 14;
6;Moya;Moya; 45; 14;
3;Moya;Moya; 45; 14;
5;Moya;Moya; 45; 14;
9;Moya;Moya; 45; 14;
0;Moya;Moya; 45; 14; no
2;Moya;Moya; 45; 14; no
4;Moya;Moya; 45; 14; no
2;Moya;Moya; 45; 14; stale
8;Moya;Moya; 45; 14; stale
9;Moya;Moya; 45; 14; stale
9;Moya;Moya; 30; 7; stale
1;Moya;Moya; 30; 7; stale
5;Moya;Moya; 14; 7; stale
2;Moya;Moya; 14; 7; stale
8;Moya;Moya; 14; 7; stale
5;Moya;Moya; 14; 7; stale
0;Moya;Moya; 14; 7; stale
5;Moya;Moya; 14; 7; stale
5;Moya;Moya; 14; 7; stale
0;spotify;luigi; 120; 14; wontfix
4;spotify;docker-maven-plugin; 60; 7; stale
6;spotify;docker-maven-plugin; 60; 7; stale
3;PowerShell;xDhcpServer; 14; 40; abandoned
6;BillyBlaze;OctoPrint-TouchUI; 14; 7; inactive
7;BillyBlaze;OctoPrint-TouchUI; 14; 7; inactive
4;BillyBlaze;OctoPrint-TouchUI; 14; 7; inactive
8;monterail;vue-multiselect; 30; 7; wontfix
2;monterail;vue-multiselect; 30; 7; wontfix
3;cucumber;cucumber-ruby; 60; 7; Stale
2;cucumber;cucumber-ruby; 60; 7; Stale
8;cucumber;cucumber-ruby; 60; 7; Stale
7;cucumber;cucumber-ruby; 60; 7; Stale
2;cucumber;cucumber-ruby; 60; 7; Stale
1;cucumber;cucumber-ruby; 60; 7; Stale
7;cucumber;cucumber-ruby; 60; 7; Stale
6;cucumber;cucumber-ruby; 60; 7; Stale
2;cucumber;cucumber-ruby; 60; 7; Stale
8;cucumber;cucumber-ruby; 60; 7; Stale
0;pages-themes;slate; 60; 7; wontfix
2;nteract;composition; 90; 7; wontfix
5;nteract;composition; 90; 7; stale
2;nteract;composition; 90; 7; stale
9;nteract;composition; 90; 7; stale
7;nteract;composition; 180; 7; stale
9;nteract;composition; 180; 7; stale
8;nteract;composition; 180; 31; stale
1;nteract;composition; 180; 31; stale
2;nteract;composition; 300; 31; stale
3;nteract;composition; 300; 31; stale
2;feathersjs;feathers-sequelize; 84; 7; wontfix
5;agrc;agrc.github.io; 60; 7; wontfix
7;LinioIT;queue; 3;; stale
7;bortek;EZ-WifiBroadcast; 90; 7; stale
5;lildude;phpSmug; 14; 2; stale
1;lildude;phpSmug; 14; 2; stale
2;lildude;phpSmug; 14; 2; stale
1;lildude;phpSmug; 14; 2; stale
0;framework7io;Framework7; 60; 7; wontfix
6;framework7io;Framework7; 90; 7; wontfix
7;framework7io;Framework7; 90; 14; wontfix
4;framework7io;Framework7; 90; 14; wontfix
8;framework7io;Framework7; 90; 14; wontfix
6;wix;react-native-navigation; 45; 7;
9;wix;react-native-navigation;;;
5;obiba;jennite; 60; 7; wontfix
9;pathawks;Jekyll-CMark; 60; 7; wontfix
6;RasaHQ;rasa_core; 90; 7; stale
6;RasaHQ;rasa_core; 90; 7; stale
6;RasaHQ;rasa_core; 90; 7; stale
0;RasaHQ;rasa_core; 90; 7; stale
3;RasaHQ;rasa_core; 90; 7; stale
3;RasaHQ;rasa_core; 90; 7; stale
9;RasaHQ;rasa_core; 90; 7; stale
0;stoelzle;pdfify-node; 30; 7; wontfix
7;stoelzle;pdfify-node; 30; 7; wontfix
9;codl;forget; 90; 7; stale
5;codl;forget; 365; 7; stale
2;cherrypy;cheroot; 60; 7; stale
4;Laravel-Backpack;crud; 60; 14; stale
0;Laravel-Backpack;crud; 60; 14; stale
1;Laravel-Backpack;crud; 60; 14; stale
1;Laravel-Backpack;crud; 60; 14; stale
4;Laravel-Backpack;crud; 60; 14; stale
4;Laravel-Backpack;crud; 60; 14; stale
5;Laravel-Backpack;crud; 60; 14; stale
4;Laravel-Backpack;crud; 60; 14; stale
1;Laravel-Backpack;crud; 60; 14; stale
9;express-labs;pure-react-carousel; 21; 7; wontfix
4;express-labs;pure-react-carousel; 21; 7; wontfix
5;express-labs;pure-react-carousel; 21; 7; wontfix
1;martincostello;credit-card-splitter; 56; 7; wontfix
9;martincostello;credit-card-splitter; 56; 7; wontfix
2;xt0rted;Nancy.Validation.DataAnnotations.Extensions;;;
0;standard;standard; 90; 7; stale
3;standard;standard; 90; 7; stale
2;standard;standard; 90; 7; stale
3;coreos;clair; 60; 7; lifecycle
5;coreos;clair; 60; 7; lifecycle
4;obiba;mica2; 60; 7; wontfix
8;obiba;mica2; 60; 7; wontfix
6;kura;kura.io;;;
9;zooniverse;Panoptes-Front-End; 120; 7; stale
7;zooniverse;Panoptes-Front-End; 120; 7; stale
1;zooniverse;Panoptes-Front-End; 120; 7; stale
9;zooniverse;Panoptes-Front-End; 120; 7; stale
8;zooniverse;Panoptes-Front-End; 120; 7; stale
7;PlagueHO;cDFS; 14; 40; abandoned
5;PlagueHO;cDFS; 14; 40; abandoned
5;PlagueHO;cDFS; 14; 40; abandoned
3;PlagueHO;cDFS; 14; 40; abandoned
7;poooi;poi; 180; 14; stale
1;poooi;poi; 180; 14; stale
8;poooi;poi; 180; 14; stale
4;SlvrEagle23;AzuraCast; 60; 14; wontfix
0;SlvrEagle23;AzuraCast; 60; 14; wontfix
0;meetfranz;franz; 60; 7; wontfix
9;meetfranz;franz; 365;;
0;meetfranz;franz; 365;;
3;meetfranz;franz; 365;;
5;meetfranz;franz; 365;;
8;facebookincubator;create-react-app; 60; 7; stale
2;facebookincubator;create-react-app; 30; 5; stale
4;facebookincubator;create-react-app; 30; 5; stale
0;facebookincubator;create-react-app; 30; 5; stale
3;exercism;python; 21; 7; on
1;exercism;python; 60; 7; on
2;exercism;python; 21; 7; abandoned
1;exercism;python; 21; 7; abandoned
2;feathersjs;feathers-batch; 84; 7; wontfix
4;naver;pinpoint; 30; 20; stale
6;auth0-extensions;auth0-authentication-api-debugger-extension;;;
8;probot;probot; 60; 7; wontfix
4;probot;probot; 60; 7; wontfix
0;probot;probot; 60; 7; wontfix
5;cjohansen;Sinon.JS; 60; 7; wontfix
4;cjohansen;Sinon.JS; 60; 7; stale
9;poldracklab;fmriprep; 100; 7; stale
8;poldracklab;fmriprep; 100; 7; stale
9;poldracklab;fmriprep; 300; 20; stale
3;poldracklab;fmriprep; 100; 7; stale
3;poldracklab;fmriprep; 100; 7; stale
7;poldracklab;fmriprep; 300; 20; stale
9;poldracklab;fmriprep; 300; 20; stale
1;estahn;phpunit-json-assertions; 60; 7; wontfix
2;spotify;docker-client; 60; 7; stale
7;spotify;docker-client; 60; 7; stale
0;feathersjs;feathers-localstorage; 84; 7; wontfix
5;PowerShell;xChrome; 14; 40; abandoned
4;martincostello;adventofcode; 56; 7; wontfix
1;martincostello;adventofcode; 56; 7; wontfix
5;Linuxbrew;homebrew-core; 21; 7; stale
1;Linuxbrew;homebrew-core; 21; 7; stale
9;gho-ramos;GRTextField; 60; 7; wontfix
6;gho-ramos;GRTextField; 60; 7; wontfix
6;gho-ramos;GRTextField; 60; 7; stale
0;gho-ramos;GRTextField; 60; 7; stale
3;gho-ramos;GRTextField; 30; 7; stale
4;gho-ramos;GRTextField; 30; 7; stale
3;agrc;gis.utah.gov; 60; 7; wontfix
5;bkimminich;juice-shop; 84; 14; wontfix
6;bkimminich;juice-shop; 84; 14; wontfix
9;bkimminich;juice-shop; 84; 14; wontfix
7;bkimminich;juice-shop; 84; 14; wontfix
3;bkimminich;juice-shop; 84; 14; wontfix
5;bkimminich;juice-shop; 84; 14; wontfix
6;bkimminich;juice-shop; 84; 14; wontfix
0;bkimminich;juice-shop; 84; 14; wontfix
6;bkimminich;juice-shop; 84; 14; wontfix
5;bkimminich;juice-shop; 84; 14; wontfix
7;bkimminich;juice-shop; 84; 14; wontfix
4;bkimminich;juice-shop; 84; 14; stale
1;bkimminich;juice-shop; 84; 14; stale
7;bkimminich;juice-shop; 84; 14; stale
8;bkimminich;juice-shop; 84; 14; stale
7;bkimminich;juice-shop; 84; 14; stale
8;mizzy;serverspec; 60; 7; wontfix
1;mizzy;specinfra; 60; 7; wontfix
5;exercism;xelisp;;;
9;kura;pelican_youtube;;;
5;hypothesis;bouncer;;; stale
5;hypothesis;bouncer;;; stale
5;yakyak;yakyak; 60; 60; inactive
9;snipe;snipe-it; 60; 7; wontfix
6;snipe;snipe-it; 60; 7; wontfix
4;snipe;snipe-it; 60; 7; wontfix
3;snipe;snipe-it; 60; 7; wontfix
9;snipe;snipe-it; 60; 7; stale
3;snipe;snipe-it; 60; 7; stale
2;snipe;snipe-it; 60; 7; stale
9;snipe;snipe-it; 60; 7; stale
7;snipe;snipe-it; 60; 7; stale
6;snipe;snipe-it; 60; 7; stale
3;snipe;snipe-it; 60; 7; stale
2;snipe;snipe-it; 60; 7; stale
7;manddar;manddar.github.io; 30; 7;
1;manddar;manddar.github.io; 30; 7;
3;manddar;manddar.github.io; 30; 7;
8;manddar;manddar.github.io; 30; 7;
7;thomasjo;atom-latex; 30; 7; stale
2;Homebrew;patches; 21; 7; stale
7;luin;ioredis; 30; 7; wontfix
9;caarlos0;antibody; 60; 7; wontfix
7;krystalcampioni;vue-hotel-datepicker; 30; 7; stale
5;yamitcar;atc-onlinesubmin201718; 60; 7; wontfix
1;madappstechnologies;country-picker-android; 60; 7; stale
0;madappstechnologies;country-picker-android; 60; 7; stale
2;madappstechnologies;country-picker-android; 60; 7; stale
7;jlnrd;jlnrd.github.io; 30; 7;
1;jlnrd;jlnrd.github.io; 30; 7;
1;jlnrd;jlnrd.github.io; 30; 7;
5;jlnrd;jlnrd.github.io; 30; 7;
0;anbox;anbox; 120; 7; decaying
4;anbox;anbox; 120; 7; decaying
9;anbox;anbox; 120; 7; decaying
2;anbox;anbox; 120; 7; decaying
9;anbox;anbox; 120; 7; decaying
6;Mozharovsky;CVCalendar; 45; 7; Stale
0;PowerShell;xCertificate; 14; 40; abandoned
8;sequelize;sequelize; 60; 7; stale
8;sequelize;sequelize; 60; 7; stale
4;sequelize;sequelize; 30; 7; stale
2;sequelize;sequelize; 100; 7; stale
7;sequelize;sequelize; 90; 7; stale
4;sequelize;sequelize; 90; 7; stale
5;sequelize;sequelize; 90; 7; stale
9;frappe;erpnext; 7; 2; inactive
7;frappe;erpnext; 7; 2; inactive
8;frappe;erpnext; 10; 7; inactive
9;frappe;erpnext; 30; 7; inactive
2;frappe;erpnext; 30; 7; inactive
6;frappe;erpnext; 30; 7; inactive
9;frappe;erpnext; 30; 7; inactive
3;frappe;erpnext; 30; 7; inactive
4;frappe;erpnext; 30; 7; inactive
5;frappe;erpnext; 30; 7; inactive
5;frappe;erpnext; 30; 7; inactive
1;frappe;erpnext; 30; 7; inactive
2;frappe;erpnext; 30; 7; inactive
3;frappe;erpnext; 30; 7; inactive
7;frappe;erpnext; 30; 7; inactive
2;frappe;erpnext; 30; 7; inactive
2;frappe;erpnext; 30; 7; inactive
9;frappe;erpnext; 30; 7; inactive
6;frappe;erpnext; 30; 7; inactive
7;frappe;erpnext; 30; 7; inactive
6;frappe;erpnext; 30; 7; inactive
5;frappe;erpnext; 30; 7; inactive
7;frappe;erpnext; 30; 7; inactive
5;frappe;erpnext; 30; 7; inactive
5;apache;thrift; 60; 7; wontfix
7;conjure-up;conjure-up; 120; 7; wontfix
4;conjure-up;conjure-up; 120; 7; wontfix
8;conjure-up;conjure-up; 120; 7; wontfix
2;stoe;alfred-github-tools; 30; 7; wontfix
1;stoe;alfred-github-tools; 30; 7; wontfix
7;phenyard;phenyard.github.io; 30; 7;
7;phenyard;phenyard.github.io; 30; 7;
9;phenyard;phenyard.github.io; 30; 7;
3;phenyard;phenyard.github.io; 30; 7;
9;phenyard;phenyard.github.io; 30; 7;
9;phenyard;phenyard.github.io; 30; 7;
0;phenyard;phenyard.github.io; 30; 7;
4;phenyard;phenyard.github.io; 30; 7;
1;phenyard;phenyard.github.io; 30; 7;
1;phenyard;phenyard.github.io; 30; 7;
6;phenyard;phenyard.github.io; 30; 7;
0;phenyard;phenyard.github.io; 30; 7;
2;Catel;Catel.Benchmarks; 60; 7; wontfix
7;bkeepers;dotenv;;; wontfix
1;bkeepers;dotenv; 60; 7; wontfix
0;jpadilla;ember-simple-auth-token; 60; 7; wontfix
1;jpadilla;ember-simple-auth-token; 60; 7; wontfix
4;benbalter;github-records-archiver; 60; 7; wontfix
8;benbalter;github-records-archiver; 60; 7; wontfix
0;RxSwiftCommunity;RxOptional; 60; 7; stale
7;hexojs;hexo; 60; 7;
2;hexojs;hexo; 60; 7;
7;hexojs;hexo; 60; 7; wontfix
9;hexojs;hexo; 60; 7; wontfix
3;hexojs;hexo; 60; 7; stale
6;hexojs;hexo; 60; 7; stale
7;cucumber;cucumber; 60; 7; Stale
8;karoldvl;EARS; 60; 7; stale
9;karoldvl;EARS; 60; 7; stale
1;wordpress-mobile;WordPress-Android; 365;;
5;wordpress-mobile;WordPress-Android; 365;;
5;wordpress-mobile;WordPress-Android; 365;;
0;wordpress-mobile;WordPress-Android; 365;;
2;wordpress-mobile;WordPress-Android; 365;;
7;wordpress-mobile;WordPress-Android; 365;;
4;wordpress-mobile;WordPress-Android; 365;;
4;wordpress-mobile;WordPress-Android; 365;;
1;wordpress-mobile;WordPress-Android; 365;;
3;wordpress-mobile;WordPress-Android; 365;;
3;wordpress-mobile;WordPress-Android; 365;;
2;wordpress-mobile;WordPress-Android; 365;;
7;wordpress-mobile;WordPress-Android; 365;;
6;wordpress-mobile;WordPress-Android; 365;;
6;wordpress-mobile;WordPress-Android; 365;;
8;wordpress-mobile;WordPress-Android; 365;;
4;wordpress-mobile;WordPress-Android; 365;;
9;AzuraCast;AzuraCast; 60; 14; wontfix
3;AzuraCast;AzuraCast; 60; 14; wontfix
3;exercism;xpony;;;
2;exercism;xpony; 60; 7; wontfix
6;jaredpalmer;formik; 60; 7; stale
9;jaredpalmer;formik; 60; 7; stale
3;jaredpalmer;formik; 60; 3600; stale
7;typo3-themes;theme_bootstrap_restart;;;
4;opsdroid;opsdroid; 60; 7; stale
1;opsdroid;opsdroid; 30; 7; stale
7;coredns;coredns; 60; 7; wontfix
4;coredns;coredns; 60; 7; wontfix
8;coredns;coredns; 100; 21; wontfix
5;coredns;coredns; 100; 21; wontfix
9;hubotio;hubot; 90; 7; stale
8;hubotio;hubot; 90; 7; stale
5;hubotio;hubot; 90; 7; stale
6;kadirahq;react-storybook; 45; 45; inactive
4;kadirahq;react-storybook; 55; 5; inactive
8;kadirahq;react-storybook; 85; 5; inactive
5;kadirahq;react-storybook; 85; 5; inactive
8;kadirahq;react-storybook; 85; 5; inactive
5;kadirahq;react-storybook; 85; 5; inactive
7;kadirahq;react-storybook; 85; 5; inactive
3;kadirahq;react-storybook; 85; 5; inactive
2;kadirahq;react-storybook; 85; 5; inactive
6;kadirahq;react-storybook; 85; 5; inactive
9;kadirahq;react-storybook; 85; 5; inactive
0;kadirahq;react-storybook; 85; 5; inactive
5;kadirahq;react-storybook; 88; 2; inactive
2;kadirahq;react-storybook; 88; 2; inactive
7;kadirahq;react-storybook; 45; 15; inactive
3;kadirahq;react-storybook; 45; 15; inactive
2;kadirahq;react-storybook; 45; 15; inactive
9;kadirahq;react-storybook; 45; 15; inactive
7;kadirahq;react-storybook; 45; 15; inactive
2;kadirahq;react-storybook; 45; 15; inactive
4;kadirahq;react-storybook; 45; 15; inactive
1;kadirahq;react-storybook; 45; 15; inactive
6;kadirahq;react-storybook; 45; 15; inactive
5;kadirahq;react-storybook; 45; 15; inactive
6;kadirahq;react-storybook; 45; 15; inactive
7;kadirahq;react-storybook; 45; 15; inactive
4;kadirahq;react-storybook; 45; 15; inactive
2;kadirahq;react-storybook; 45; 15; inactive
1;kadirahq;react-storybook; 45; 15; inactive
7;kadirahq;react-storybook; 45; 15; inactive
5;kadirahq;react-storybook; 45; 15; inactive
0;kadirahq;react-storybook; 45; 15; inactive
8;kadirahq;react-storybook; 45; 15; inactive
0;kadirahq;react-storybook; 45; 15; inactive
1;kadirahq;react-storybook; 45; 15; inactive
7;kadirahq;react-storybook; 45; 15; inactive
2;kadirahq;react-storybook; 45; 15; inactive
1;kadirahq;react-storybook; 45; 15; inactive
0;kadirahq;react-storybook; 45; 15; inactive
5;kadirahq;react-storybook; 45; 15; inactive
4;kadirahq;react-storybook; 45; 15; inactive
5;kadirahq;react-storybook; 45; 15; inactive
4;kadirahq;react-storybook; 45; 15; inactive
2;kadirahq;react-storybook; 45; 15; inactive
0;kadirahq;react-storybook; 45; 15; inactive
2;kadirahq;react-storybook; 45; 15; inactive
5;kadirahq;react-storybook; 45; 15; inactive
7;kadirahq;react-storybook; 45; 15; inactive
6;kadirahq;react-storybook; 45; 15; inactive
2;kadirahq;react-storybook; 21; 30; inactive
6;kadirahq;react-storybook; 21; 30; inactive
4;kadirahq;react-storybook; 21; 30; inactive
1;kadirahq;react-storybook; 21; 30; inactive
8;kadirahq;react-storybook; 21; 30; inactive
0;kadirahq;react-storybook; 21; 30; inactive
4;kadirahq;react-storybook; 21; 30; inactive
4;kadirahq;react-storybook; 21; 30; inactive
3;kadirahq;react-storybook; 21; 30; inactive
4;kadirahq;react-storybook; 21; 30; inactive
0;kadirahq;react-storybook; 21; 30; inactive
3;kadirahq;react-storybook; 21; 30; inactive
8;kadirahq;react-storybook; 21; 30; inactive
8;kadirahq;react-storybook; 21; 30; inactive
4;kadirahq;react-storybook; 21; 30; inactive
5;kadirahq;react-storybook; 21; 30; inactive
1;kadirahq;react-storybook; 21; 30; inactive
2;kadirahq;react-storybook; 21; 30; inactive
3;kadirahq;react-storybook; 21; 30; inactive
5;kadirahq;react-storybook; 21; 30; inactive
3;kadirahq;react-storybook; 21; 30; inactive
7;kadirahq;react-storybook; 21; 30; inactive
5;kadirahq;react-storybook; 21; 30; inactive
1;jdorfman;Awesome-JSON-Datasets; 60; 7; wontfix
3;jdorfman;Awesome-JSON-Datasets;;;
6;kura;pelican-githubprojects;;;
8;ericmjl;Network-Analysis-Made-Simple; 30; 3; wontfix
7;ericmjl;Network-Analysis-Made-Simple; 30; 3; wontfix
2;RakanNimer;react-google-charts; 60; 7; wontfix
0;RakanNimer;react-google-charts; 60; 2; wontfix
2;cucumber;aruba; 60; 7; status
2;cucumber;aruba; 60; 7; status
8;cucumber;aruba; 60; 7; stale
5;ssbc;patchcore; 60; 7; stale
1;fogbeam;cas_mirror; 14; 7; Pending
0;fogbeam;cas_mirror; 14; 7; Pending
0;fogbeam;cas_mirror; 14; 7; Pending
6;fogbeam;cas_mirror; 7; 7; Pending
5;fogbeam;cas_mirror; 7; 7; Pending
4;fogbeam;cas_mirror; 7; 7; Pending
8;fogbeam;cas_mirror; 5; 5; Pending
2;benbalter;gman; 60; 7; wontfix
6;benbalter;gman; 60; 7; wontfix
8;benbalter;gman; 60; 7; wontfix
1;benbalter;gman; 60; 7; wontfix
4;kc10kevin;betaflight; 30; 7; Inactive
4;kc10kevin;betaflight; 30; 7; Inactive
2;kc10kevin;betaflight; 30; 7; Inactive
2;kc10kevin;betaflight; 30; 7; Inactive
0;kc10kevin;betaflight; 30; 7; Inactive
9;nfarina;homebridge; 180; 14; stale
1;nfarina;homebridge; 180; 14; stale
8;pmviva;follow_system; 240; 7; wontfix
5;electron;electron; 45; 7; stale
9;electron;electron; 45; 7; stale
6;electron;electron; 45; 7; stale
9;viode;viode; 90; 9; stale
8;costanzo;costanzo.github.io; 30; 7;
1;costanzo;costanzo.github.io; 30; 7;
2;costanzo;costanzo.github.io; 30; 7;
2;costanzo;costanzo.github.io; 30; 7;
9;costanzo;costanzo.github.io; 30; 7;
7;costanzo;costanzo.github.io; 30; 7;
3;costanzo;costanzo.github.io; 30; 7;
1;costanzo;costanzo.github.io; 30; 7;
5;costanzo;costanzo.github.io; 30; 7;
2;costanzo;costanzo.github.io; 30; 7;
4;costanzo;costanzo.github.io; 30; 7;
5;costanzo;costanzo.github.io; 30; 7;
8;costanzo;costanzo.github.io; 30; 7;
6;thedaviddias;Front-End-Checklist; 60; 15; wontfix
7;thedaviddias;Front-End-Checklist; 60; 15; wontfix
1;obiba;magma; 60; 7; wontfix
7;obiba;magma; 60; 7; wontfix
2;walbarello;walbarello.github.io; 60; 7; wontfix
9;pages-themes;cayman; 60; 7; wontfix
2;hypothesis;browser-extension;;; stale
8;hypothesis;browser-extension;;; stale
1;vintagesucks;caddy-script; 60; 7; wontfix
1;feross;webtorrent; 120; 7;
9;feross;webtorrent; 120; 7;
1;feross;webtorrent; 120; 7;
0;feross;webtorrent; 120; 7; stale
7;feross;webtorrent; 120; 7; wontfix
9;feross;webtorrent; 120; 7; wontfix
9;feross;webtorrent; 120; 7; stale
8;feross;webtorrent; 120; 7; stale
2;feross;webtorrent; 90; 7; stale
9;feross;webtorrent; 90; 7; stale
7;feross;webtorrent; 90; 7; stale
3;mmistakes;jekyll-theme-basically-basic; 30; 7;
3;mmistakes;jekyll-theme-basically-basic; 30; 7;
4;mmistakes;jekyll-theme-basically-basic; 30; 7;
3;mmistakes;jekyll-theme-basically-basic; 30; 7;
1;LinioIT;util; 3;; stale
7;yeriomin;YalpStore; 60; 7; wontfix
8;yeriomin;YalpStore; 30; 7; stale
3;Aceheliflyer;Ace-Bot; 14; 7;
6;Aceheliflyer;Ace-Bot; 14; 7;
8;PowerShell;xSCDPM; 14; 40; abandoned
7;xia2;workflows; 180; 14; wontfix
8;CCob;bittrex4j; 30; 7; wontfix
1;zosconnect;zosconnect-node; 60; 7; wontfix
3;kura;blackhole;;;
9;kura;blackhole;;;
3;mcavage;node-restify; 60; 14; Stale
2;rundeck;rundeck-cli; 60; 7; wontfix
9;PowerShell;xMySql; 14; 40; abandoned
2;lyft;envoy; 7; 7; stale
3;lyft;envoy; 7; 7; stale
0;lyft;envoy; 7; 7; stale
4;lyft;envoy; 7; 7; stale
4;xt0rted;Raygun.Owin;;;
8;DataDog;integrations-core; 60; 1095; stale
4;DataDog;integrations-core; 60; 1095; stale
8;DataDog;integrations-core; 60; 1095; stale
6;DataDog;integrations-core; 60; 1095; stale
0;DataDog;integrations-core; 60; 1095; stale
5;DataDog;integrations-core; 60; 1095; stale
6;DataDog;integrations-core; 60; 1095; stale
2;DataDog;integrations-core; 60; 1095; stale
4;DataDog;integrations-core; 60; 1095; stale
2;DataDog;integrations-core; 60; 1095; stale
9;DataDog;integrations-core; 60; 1095; stale
4;DataDog;integrations-core; 60; 1095; stale
7;DataDog;integrations-core; 60; 1095; stale
8;DataDog;integrations-core; 60; 1095; stale
7;DataDog;integrations-core; 60; 1095; stale
0;DataDog;integrations-core; 60; 1095; stale
3;DataDog;integrations-core; 60; 1095; stale
7;DataDog;integrations-core; 30; 1095; stale
2;DataDog;integrations-core; 30; 1095; stale
8;fog;fog; 60; 7; wontfix
7;jcwalker;xSecedit; 14; 40; abandoned
8;jcwalker;xSecedit; 14; 40; abandoned
2;jcwalker;xSecedit; 14; 40; abandoned
7;jcwalker;xSecedit; 14; 40; abandoned
6;brpc;brpc; 60; 7; wontfix
2;brpc;brpc; 60; 7; wontfix
8;brpc;brpc; 60; 7; wontfix
8;brpc;brpc; 60; 7; wontfix
5;brpc;brpc; 60; 7; wontfix
2;brpc;brpc; 60; 7; wontfix
5;brpc;brpc; 30; 5; wontfix
9;brpc;brpc; 30; 5; wontfix
2;brpc;brpc; 30; 5; wontfix
1;euvl;vue-js-modal; 21; 7; wontfix
3;euvl;vue-js-modal; 21; 7; wontfix
6;CVCalendar;CVCalendar; 45; 7; Stale
9;NARKOZ;gitlab; 90; 10; stale
4;NARKOZ;gitlab; 90; 10; stale
0;PowerShell;xDscDiagnostics; 14; 40; abandoned
8;andris9;Nodemailer; 60; 7; wontfix
7;jasonmit;ember-intl; 60; 7; stale
4;tldr-pages;tldr; 15; 30; waiting
9;mweststrate;mobx-state-tree; 10; 4; stale
2;mweststrate;mobx-state-tree; 10; 4; stale
4;mweststrate;mobx-state-tree; 10; 4; stale
8;mweststrate;mobx-state-tree; 10; 4; stale
1;vkbansal;react-contextmenu; 60; 7; wontfix
9;LinioIT;cache; 3;; stale
5;exercism;xelm;;;
7;exercism;xelm;;;
9;pmviva;like_system; 240; 7; wontfix
2;sanex3339;javascript-obfuscator; 10; 7; need
1;asnaedae;asnaedae.github.io; 30; 7;
2;asnaedae;asnaedae.github.io; 30; 7;
7;asnaedae;asnaedae.github.io; 30; 7;
5;asnaedae;asnaedae.github.io; 30; 7;
2;webtorrent;webtorrent-desktop; 90; 7; stale
3;webtorrent;webtorrent-desktop; 90; 7; stale
4;webtorrent;webtorrent-desktop; 90; 7; stale
6;webtorrent;webtorrent-desktop; 90; 7; stale
5;benbalter;word-to-markdown; 60; 7; wontfix
2;benbalter;word-to-markdown; 60; 7; wontfix
3;benbalter;word-to-markdown; 60; 7; wontfix
4;cuiyanwen;cuiyanwen.github.io; 60; 7; wontfix
9;s0ph1e;node-website-scraper; 60; 7; wontfix
5;phpmyadmin;motranslator; 60; 7; wontfix
1;WeblateOrg;docker; 60; 14; wontfix
0;frappe;frappe; 7; 2; inactive
3;frappe;frappe; 10; 7; inactive
8;frappe;frappe; 7; 2; inactive
7;frappe;frappe; 10; 7; inactive
7;frappe;frappe; 30; 7; inactive
1;frappe;frappe; 30; 7; inactive
2;frappe;frappe; 30; 7; inactive
2;frappe;frappe; 30; 7; inactive
8;deanoemcke;thegreatsuspender; 180; 7; wontfix
5;deanoemcke;thegreatsuspender; 180; 30; stale
5;deanoemcke;thegreatsuspender; 180; 30; stale
2;deanoemcke;thegreatsuspender; 180; 30; stale
6;deanoemcke;thegreatsuspender; 180; 30; stale
1;deanoemcke;thegreatsuspender; 180; 30; stale
5;deanoemcke;thegreatsuspender; 180; 30; stale
8;deanoemcke;thegreatsuspender; 180; 30; stale
5;exercism;xecmascript;;;
2;exercism;xecmascript;;;
0;stoe;atom-markdown-wrapper; 30; 7; wontfix
6;ShareX;CustomUploaders; 180; 7; Stale
7;Fody;LoadAssembliesOnStartup; 60; 7; wontfix
5;robmarkoski;robmarkoski.github.io; 30; 7;
3;robmarkoski;robmarkoski.github.io; 30; 7;
8;robmarkoski;robmarkoski.github.io; 30; 7;
7;robmarkoski;robmarkoski.github.io; 30; 7;
0;robmarkoski;robmarkoski.github.io; 30; 7;
6;robmarkoski;robmarkoski.github.io; 30; 7;
0;robmarkoski;robmarkoski.github.io; 30; 7;
1;robmarkoski;robmarkoski.github.io; 30; 7;
6;robmarkoski;robmarkoski.github.io; 30; 7;
9;robmarkoski;robmarkoski.github.io; 30; 7;
0;robmarkoski;robmarkoski.github.io; 30; 7;
2;robmarkoski;robmarkoski.github.io; 30; 7;
4;robmarkoski;robmarkoski.github.io; 30; 7;
3;robmarkoski;robmarkoski.github.io; 30; 7;
7;robmarkoski;robmarkoski.github.io; 30; 7;
6;karoldvl;echonet; 60; 7; stale
8;testcontainers;testcontainers-java; 90; 14; stale
1;PlagueHO;cWSMan; 14; 40; abandoned
8;PlagueHO;cWSMan; 14; 40; abandoned
2;betaflight;betaflight-tx-lua-scripts; 30; 7; Inactive
3;betaflight;betaflight-tx-lua-scripts; 30; 7; Inactive
9;ptmt;react-native-desktop; 60; 7; Stale
6;ptmt;react-native-desktop; 60; 7; Stale
3;ptmt;react-native-desktop; 60; 7; Stale
4;ATLauncher;style-guide; 60; 7; wontfix
9;ssbc;ssb-blobs; 60; 7; stale
8;viddo;atom-textual-velocity; 60; 7; wontfix
