A;owner;project_name;days_until_stale;days_until_close;stale_label
3;saltstack;salt; 1275; 7; stale
6;saltstack;salt; 1275; 7; stale
0;saltstack;salt; 1275; 7; stale
2;saltstack;salt; 1250; 7; stale
2;saltstack;salt; 1250; 7; stale
2;saltstack;salt; 1250; 7; stale
2;saltstack;salt; 1250; 7; stale
9;saltstack;salt; 1250; 7; stale
9;saltstack;salt; 1250; 7; stale
5;saltstack;salt; 1250; 7; stale
5;saltstack;salt; 1250; 7; stale
0;saltstack;salt; 1250; 7; stale
9;saltstack;salt; 1225; 7; stale
8;saltstack;salt; 1225; 7; stale
8;saltstack;salt; 1225; 7; stale
0;saltstack;salt; 1225; 7; stale
8;saltstack;salt; 1225; 7; stale
7;saltstack;salt; 1225; 7; stale
8;saltstack;salt; 1225; 7; stale
4;saltstack;salt; 1200; 7; stale
1;saltstack;salt; 1200; 7; stale
4;saltstack;salt; 1200; 7; stale
7;saltstack;salt; 1200; 7; stale
7;saltstack;salt; 1200; 7; stale
1;saltstack;salt; 1200; 7; stale
0;saltstack;salt; 1200; 7; stale
5;saltstack;salt; 1200; 7; stale
2;saltstack;salt; 1200; 7; stale
6;saltstack;salt; 1200; 7; stale
4;saltstack;salt; 1200; 7; stale
6;saltstack;salt; 1200; 7; stale
2;saltstack;salt; 1175; 7; stale
0;saltstack;salt; 1175; 7; stale
9;saltstack;salt; 1175; 7; stale
9;saltstack;salt; 1175; 7; stale
0;saltstack;salt; 1175; 7; stale
5;saltstack;salt; 1175; 7; stale
7;saltstack;salt; 1175; 7; stale
3;saltstack;salt; 1175; 7; stale
4;saltstack;salt; 1175; 7; stale
6;saltstack;salt; 1175; 7; stale
9;saltstack;salt; 1175; 7; stale
4;saltstack;salt; 1175; 7; stale
0;saltstack;salt; 1175; 7; stale
1;saltstack;salt; 1160; 7; stale
1;saltstack;salt; 1160; 7; stale
5;saltstack;salt; 1160; 7; stale
6;saltstack;salt; 1160; 7; stale
0;saltstack;salt; 1145; 7; stale
6;saltstack;salt; 1145; 7; stale
7;saltstack;salt; 1145; 7; stale
6;saltstack;salt; 1145; 7; stale
3;saltstack;salt; 1145; 7; stale
2;saltstack;salt; 1145; 7; stale
8;saltstack;salt; 1145; 7; stale
0;saltstack;salt; 1145; 7; stale
8;saltstack;salt; 1145; 7; stale
6;saltstack;salt; 1145; 7; stale
0;saltstack;salt; 1145; 7; stale
8;saltstack;salt; 1130; 7; stale
0;saltstack;salt; 1130; 7; stale
6;saltstack;salt; 1130; 7; stale
0;saltstack;salt; 1130; 7; stale
0;saltstack;salt; 1130; 7; stale
6;saltstack;salt; 1130; 7; stale
3;saltstack;salt; 1130; 7; stale
9;saltstack;salt; 1130; 7; stale
7;saltstack;salt; 1130; 7; stale
4;saltstack;salt; 1130; 7; stale
4;saltstack;salt; 1130; 7; stale
6;saltstack;salt; 1130; 7; stale
3;saltstack;salt; 1130; 7; stale
2;saltstack;salt; 1130; 7; stale
0;saltstack;salt; 1130; 7; stale
7;saltstack;salt; 1130; 7; stale
9;saltstack;salt; 1115; 7; stale
5;saltstack;salt; 1115; 7; stale
5;saltstack;salt; 1115; 7; stale
4;saltstack;salt; 1115; 7; stale
4;saltstack;salt; 1115; 7; stale
7;saltstack;salt; 1115; 7; stale
6;saltstack;salt; 1115; 7; stale
2;saltstack;salt; 1115; 7; stale
5;saltstack;salt; 1115; 7; stale
9;saltstack;salt; 1115; 7; stale
0;saltstack;salt; 1115; 7; stale
1;saltstack;salt; 1115; 7; stale
3;saltstack;salt; 1100; 7; stale
3;saltstack;salt; 1115; 7; stale
0;saltstack;salt; 1115; 7; stale
1;saltstack;salt; 1115; 7; stale
3;saltstack;salt; 1100; 7; stale
8;saltstack;salt; 1100; 7; stale
6;saltstack;salt; 1100; 7; stale
5;saltstack;salt; 1100; 7; stale
8;saltstack;salt; 1100; 7; stale
9;saltstack;salt; 1100; 7; stale
2;saltstack;salt; 1100; 7; stale
8;saltstack;salt; 1100; 7; stale
6;saltstack;salt; 1100; 7; stale
3;saltstack;salt; 1100; 7; stale
9;saltstack;salt; 1100; 7; stale
6;saltstack;salt; 1100; 7; stale
0;saltstack;salt; 1100; 7; stale
2;saltstack;salt; 1100; 7; stale
5;saltstack;salt; 1075; 7; stale
0;saltstack;salt; 1075; 7; stale
7;saltstack;salt; 1075; 7; stale
4;saltstack;salt; 1075; 7; stale
9;saltstack;salt; 1075; 7; stale
7;saltstack;salt; 1075; 7; stale
0;saltstack;salt; 1075; 7; stale
9;saltstack;salt; 1060; 7; stale
6;saltstack;salt; 1075; 7; stale
7;saltstack;salt; 1075; 7; stale
7;saltstack;salt; 1060; 7; stale
6;saltstack;salt; 1060; 7; stale
4;saltstack;salt; 1060; 7; stale
8;saltstack;salt; 1060; 7; stale
0;saltstack;salt; 1030; 7; stale
0;saltstack;salt; 1030; 7; stale
8;saltstack;salt; 1030; 7; stale
7;saltstack;salt; 1030; 7; stale
4;saltstack;salt; 1030; 7; stale
0;saltstack;salt; 1030; 7; stale
0;saltstack;salt; 1030; 7; stale
1;saltstack;salt; 1030; 7; stale
2;saltstack;salt; 1030; 7; stale
8;saltstack;salt; 1030; 7; stale
0;saltstack;salt; 1030; 7; stale
5;saltstack;salt; 1030; 7; stale
6;saltstack;salt; 1030; 7; stale
3;saltstack;salt; 1030; 7; stale
9;saltstack;salt; 1030; 7; stale
5;saltstack;salt; 1030; 7; stale
6;saltstack;salt; 1000; 7; stale
0;saltstack;salt; 1000; 7; stale
4;saltstack;salt; 1000; 7; stale
0;saltstack;salt; 1000; 7; stale
2;saltstack;salt; 1000; 7; stale
4;saltstack;salt; 1000; 7; stale
2;saltstack;salt; 1000; 7; stale
1;saltstack;salt; 1000; 7; stale
6;saltstack;salt; 1000; 7; stale
6;saltstack;salt; 1000; 7; stale
9;saltstack;salt; 1000; 7; stale
8;saltstack;salt; 1000; 7; stale
6;saltstack;salt; 1000; 7; stale
3;saltstack;salt; 1000; 7; stale
7;saltstack;salt; 1000; 7; stale
4;saltstack;salt; 1000; 7; stale
0;saltstack;salt; 1000; 7; stale
3;saltstack;salt; 1000; 7; stale
3;saltstack;salt; 1000; 7; stale
0;saltstack;salt; 975; 7; stale
9;saltstack;salt; 1000; 7; stale
1;saltstack;salt; 1000; 7; stale
7;saltstack;salt; 975; 7; stale
8;saltstack;salt; 975; 7; stale
7;saltstack;salt; 975; 7; stale
1;saltstack;salt; 975; 7; stale
3;saltstack;salt; 975; 7; stale
9;saltstack;salt; 975; 7; stale
5;saltstack;salt; 975; 7; stale
2;saltstack;salt; 975; 7; stale
2;saltstack;salt; 975; 7; stale
0;saltstack;salt; 975; 7; stale
3;saltstack;salt; 975; 7; stale
3;saltstack;salt; 975; 7; stale
1;saltstack;salt; 975; 7; stale
1;saltstack;salt; 975; 7; stale
6;saltstack;salt; 975; 7; stale
1;saltstack;salt; 975; 7; stale
3;saltstack;salt; 975; 7; stale
6;saltstack;salt; 975; 7; stale
0;saltstack;salt; 975; 7; stale
1;saltstack;salt; 975; 7; stale
9;saltstack;salt; 975; 7; stale
4;saltstack;salt; 975; 7; stale
1;saltstack;salt; 950; 7; stale
1;saltstack;salt; 950; 7; stale
2;saltstack;salt; 950; 7; stale
9;saltstack;salt; 950; 7; stale
5;saltstack;salt; 950; 7; stale
5;saltstack;salt; 950; 7; stale
2;saltstack;salt; 950; 7; stale
0;saltstack;salt; 950; 7; stale
4;saltstack;salt; 950; 7; stale
0;saltstack;salt; 950; 7; stale
8;saltstack;salt; 950; 7; stale
3;saltstack;salt; 950; 7; stale
2;saltstack;salt; 950; 7; stale
2;saltstack;salt; 950; 7; stale
0;saltstack;salt; 950; 7; stale
8;saltstack;salt; 925; 7; stale
7;saltstack;salt; 925; 7; stale
5;saltstack;salt; 925; 7; stale
8;saltstack;salt; 925; 7; stale
4;saltstack;salt; 925; 7; stale
0;saltstack;salt; 925; 7; stale
6;saltstack;salt; 925; 7; stale
4;saltstack;salt; 925; 7; stale
6;saltstack;salt; 925; 7; stale
5;saltstack;salt; 925; 7; stale
3;saltstack;salt; 910; 7; stale
0;saltstack;salt; 910; 7; stale
3;saltstack;salt; 910; 7; stale
2;saltstack;salt; 910; 7; stale
1;saltstack;salt; 910; 7; stale
1;saltstack;salt; 910; 7; stale
9;saltstack;salt; 910; 7; stale
4;saltstack;salt; 910; 7; stale
9;saltstack;salt; 910; 7; stale
6;saltstack;salt; 900; 7; stale
8;saltstack;salt; 900; 7; stale
7;saltstack;salt; 900; 7; stale
4;saltstack;salt; 900; 7; stale
6;saltstack;salt; 900; 7; stale
1;saltstack;salt; 900; 7; stale
2;saltstack;salt; 900; 7; stale
7;saltstack;salt; 900; 7; stale
6;saltstack;salt; 900; 7; stale
1;saltstack;salt; 890; 7; stale
3;saltstack;salt; 890; 7; stale
3;saltstack;salt; 890; 7; stale
5;saltstack;salt; 890; 7; stale
9;saltstack;salt; 890; 7; stale
2;saltstack;salt; 890; 7; stale
0;saltstack;salt; 890; 7; stale
6;saltstack;salt; 890; 7; stale
9;saltstack;salt; 890; 7; stale
1;saltstack;salt; 890; 7; stale
0;saltstack;salt; 890; 7; stale
5;saltstack;salt; 890; 7; stale
1;saltstack;salt; 890; 7; stale
7;saltstack;salt; 890; 7; stale
3;saltstack;salt; 890; 7; stale
4;saltstack;salt; 890; 7; stale
6;saltstack;salt; 890; 7; stale
8;saltstack;salt; 890; 7; stale
3;saltstack;salt; 890; 7; stale
5;saltstack;salt; 890; 7; stale
4;saltstack;salt; 875; 7; stale
7;saltstack;salt; 890; 7; stale
4;saltstack;salt; 875; 7; stale
2;saltstack;salt; 875; 7; stale
6;saltstack;salt; 875; 7; stale
0;saltstack;salt; 875; 7; stale
2;saltstack;salt; 875; 7; stale
6;saltstack;salt; 875; 7; stale
7;saltstack;salt; 875; 7; stale
2;saltstack;salt; 875; 7; stale
2;saltstack;salt; 875; 7; stale
6;saltstack;salt; 875; 7; stale
9;saltstack;salt; 860; 7; stale
3;saltstack;salt; 875; 7; stale
0;saltstack;salt; 875; 7; stale
1;saltstack;salt; 860; 7; stale
4;saltstack;salt; 860; 7; stale
3;saltstack;salt; 860; 7; stale
6;saltstack;salt; 860; 7; stale
4;saltstack;salt; 860; 7; stale
7;saltstack;salt; 860; 7; stale
8;saltstack;salt; 860; 7; stale
0;saltstack;salt; 860; 7; stale
4;saltstack;salt; 860; 7; stale
3;saltstack;salt; 860; 7; stale
0;saltstack;salt; 860; 7; stale
0;saltstack;salt; 860; 7; stale
6;saltstack;salt; 860; 7; stale
7;saltstack;salt; 860; 7; stale
1;saltstack;salt; 860; 7; stale
4;saltstack;salt; 860; 7; stale
4;saltstack;salt; 860; 7; stale
2;saltstack;salt; 860; 7; stale
2;saltstack;salt; 860; 7; stale
8;saltstack;salt; 860; 7; stale
7;saltstack;salt; 860; 7; stale
7;saltstack;salt; 860; 7; stale
9;saltstack;salt; 860; 7; stale
3;saltstack;salt; 860; 7; stale
9;saltstack;salt; 860; 7; stale
8;saltstack;salt; 860; 7; stale
7;saltstack;salt; 850; 7; stale
8;saltstack;salt; 860; 7; stale
7;saltstack;salt; 860; 7; stale
6;saltstack;salt; 860; 7; stale
2;saltstack;salt; 850; 7; stale
2;saltstack;salt; 850; 7; stale
9;saltstack;salt; 850; 7; stale
5;saltstack;salt; 850; 7; stale
1;saltstack;salt; 850; 7; stale
5;saltstack;salt; 850; 7; stale
9;saltstack;salt; 850; 7; stale
0;saltstack;salt; 850; 7; stale
3;saltstack;salt; 840; 7; stale
6;saltstack;salt; 840; 7; stale
8;saltstack;salt; 840; 7; stale
2;saltstack;salt; 840; 7; stale
2;saltstack;salt; 840; 7; stale
3;saltstack;salt; 840; 7; stale
0;saltstack;salt; 840; 7; stale
9;saltstack;salt; 840; 7; stale
5;saltstack;salt; 840; 7; stale
0;saltstack;salt; 840; 7; stale
3;saltstack;salt; 840; 7; stale
7;saltstack;salt; 840; 7; stale
2;saltstack;salt; 840; 7; stale
1;saltstack;salt; 830; 7; stale
9;saltstack;salt; 830; 7; stale
1;saltstack;salt; 830; 7; stale
7;saltstack;salt; 830; 7; stale
0;saltstack;salt; 830; 7; stale
5;saltstack;salt; 830; 7; stale
9;saltstack;salt; 830; 7; stale
0;saltstack;salt; 830; 7; stale
4;saltstack;salt; 830; 7; stale
7;saltstack;salt; 830; 7; stale
9;saltstack;salt; 830; 7; stale
1;saltstack;salt; 830; 7; stale
8;saltstack;salt; 830; 7; stale
5;saltstack;salt; 830; 7; stale
5;saltstack;salt; 830; 7; stale
7;saltstack;salt; 820; 7; stale
5;saltstack;salt; 830; 7; stale
4;saltstack;salt; 820; 7; stale
4;saltstack;salt; 820; 7; stale
7;saltstack;salt; 820; 7; stale
2;saltstack;salt; 820; 7; stale
1;saltstack;salt; 820; 7; stale
3;saltstack;salt; 820; 7; stale
2;saltstack;salt; 820; 7; stale
6;saltstack;salt; 830; 7; stale
2;saltstack;salt; 820; 7; stale
1;saltstack;salt; 820; 7; stale
1;saltstack;salt; 820; 7; stale
0;saltstack;salt; 820; 7; stale
5;saltstack;salt; 820; 7; stale
5;saltstack;salt; 820; 7; stale
7;saltstack;salt; 820; 7; stale
3;saltstack;salt; 810; 7; stale
8;saltstack;salt; 810; 7; stale
7;saltstack;salt; 810; 7; stale
3;saltstack;salt; 810; 7; stale
9;saltstack;salt; 810; 7; stale
9;saltstack;salt; 810; 7; stale
1;saltstack;salt; 810; 7; stale
8;saltstack;salt; 810; 7; stale
4;saltstack;salt; 820; 7; stale
9;saltstack;salt; 810; 7; stale
1;saltstack;salt; 810; 7; stale
9;saltstack;salt; 810; 7; stale
2;saltstack;salt; 800; 7; stale
5;saltstack;salt; 800; 7; stale
7;saltstack;salt; 800; 7; stale
0;saltstack;salt; 800; 7; stale
3;saltstack;salt; 800; 7; stale
7;saltstack;salt; 800; 7; stale
2;saltstack;salt; 800; 7; stale
6;saltstack;salt; 790; 7; stale
6;saltstack;salt; 790; 7; stale
9;saltstack;salt; 790; 7; stale
9;saltstack;salt; 790; 7; stale
5;saltstack;salt; 790; 7; stale
7;saltstack;salt; 790; 7; stale
2;saltstack;salt; 790; 7; stale
0;saltstack;salt; 790; 7; stale
0;saltstack;salt; 790; 7; stale
2;saltstack;salt; 790; 7; stale
2;saltstack;salt; 790; 7; stale
6;saltstack;salt; 790; 7; stale
9;saltstack;salt; 780; 7; stale
0;saltstack;salt; 790; 7; stale
7;saltstack;salt; 780; 7; stale
5;saltstack;salt; 780; 7; stale
9;saltstack;salt; 780; 7; stale
0;saltstack;salt; 780; 7; stale
9;saltstack;salt; 780; 7; stale
0;saltstack;salt; 780; 7; stale
6;saltstack;salt; 780; 7; stale
2;saltstack;salt; 780; 7; stale
5;saltstack;salt; 770; 7; stale
4;saltstack;salt; 770; 7; stale
4;saltstack;salt; 770; 7; stale
4;saltstack;salt; 770; 7; stale
6;saltstack;salt; 770; 7; stale
1;saltstack;salt; 770; 7; stale
5;saltstack;salt; 770; 7; stale
7;saltstack;salt; 770; 7; stale
9;saltstack;salt; 770; 7; stale
6;saltstack;salt; 770; 7; stale
6;saltstack;salt; 770; 7; stale
9;saltstack;salt; 770; 7; stale
1;saltstack;salt; 770; 7; stale
0;saltstack;salt; 760; 7; stale
7;saltstack;salt; 760; 7; stale
3;saltstack;salt; 760; 7; stale
5;saltstack;salt; 760; 7; stale
7;saltstack;salt; 760; 7; stale
4;saltstack;salt; 760; 7; stale
5;saltstack;salt; 760; 7; stale
3;saltstack;salt; 760; 7; stale
9;saltstack;salt; 760; 7; stale
4;saltstack;salt; 760; 7; stale
3;saltstack;salt; 760; 7; stale
8;saltstack;salt; 760; 7; stale
1;saltstack;salt; 750; 7; stale
9;saltstack;salt; 750; 7; stale
2;saltstack;salt; 750; 7; stale
5;saltstack;salt; 770; 7; stale
1;saltstack;salt; 770; 7; stale
6;saltstack;salt; 750; 7; stale
2;saltstack;salt; 750; 7; stale
3;saltstack;salt; 750; 7; stale
1;saltstack;salt; 750; 7; stale
8;saltstack;salt; 740; 7; stale
9;saltstack;salt; 750; 7; stale
0;saltstack;salt; 740; 7; stale
7;saltstack;salt; 740; 7; stale
2;saltstack;salt; 740; 7; stale
1;saltstack;salt; 740; 7; stale
8;saltstack;salt; 740; 7; stale
1;saltstack;salt; 730; 7; stale
6;saltstack;salt; 730; 7; stale
4;saltstack;salt; 730; 7; stale
6;saltstack;salt; 730; 7; stale
8;saltstack;salt; 730; 7; stale
2;saltstack;salt; 730; 7; stale
6;saltstack;salt; 730; 7; stale
5;saltstack;salt; 720; 7; stale
3;saltstack;salt; 730; 7; stale
9;saltstack;salt; 730; 7; stale
9;saltstack;salt; 730; 7; stale
8;saltstack;salt; 730; 7; stale
8;saltstack;salt; 730; 7; stale
6;saltstack;salt; 730; 7; stale
9;saltstack;salt; 730; 7; stale
1;saltstack;salt; 720; 7; stale
9;saltstack;salt; 720; 7; stale
5;saltstack;salt; 720; 7; stale
8;saltstack;salt; 720; 7; stale
4;saltstack;salt; 720; 7; stale
6;saltstack;salt; 720; 7; stale
0;saltstack;salt; 720; 7; stale
0;saltstack;salt; 720; 7; stale
8;saltstack;salt; 720; 7; stale
4;saltstack;salt; 720; 7; stale
8;saltstack;salt; 710; 7; stale
5;saltstack;salt; 710; 7; stale
1;saltstack;salt; 710; 7; stale
0;saltstack;salt; 710; 7; stale
8;saltstack;salt; 710; 7; stale
6;saltstack;salt; 710; 7; stale
6;saltstack;salt; 710; 7; stale
8;saltstack;salt; 710; 7; stale
5;saltstack;salt; 710; 7; stale
6;saltstack;salt; 710; 7; stale
4;saltstack;salt; 710; 7; stale
6;saltstack;salt; 710; 7; stale
6;saltstack;salt; 710; 7; stale
4;saltstack;salt; 700; 7; stale
4;saltstack;salt; 700; 7; stale
3;saltstack;salt; 700; 7; stale
0;saltstack;salt; 700; 7; stale
8;saltstack;salt; 700; 7; stale
5;saltstack;salt; 700; 7; stale
1;saltstack;salt; 700; 7; stale
5;saltstack;salt; 700; 7; stale
0;saltstack;salt; 700; 7; stale
7;saltstack;salt; 700; 7; stale
4;saltstack;salt; 700; 7; stale
4;saltstack;salt; 700; 7; stale
1;saltstack;salt; 700; 7; stale
5;saltstack;salt; 700; 7; stale
2;saltstack;salt; 700; 7; stale
6;saltstack;salt; 700; 7; stale
4;saltstack;salt; 700; 7; stale
4;saltstack;salt; 690; 7; stale
5;saltstack;salt; 700; 7; stale
3;saltstack;salt; 700; 7; stale
0;saltstack;salt; 690; 7; stale
1;saltstack;salt; 690; 7; stale
2;saltstack;salt; 690; 7; stale
8;saltstack;salt; 690; 7; stale
3;saltstack;salt; 690; 7; stale
2;saltstack;salt; 680; 7; stale
4;saltstack;salt; 680; 7; stale
1;saltstack;salt; 680; 7; stale
9;saltstack;salt; 680; 7; stale
7;saltstack;salt; 680; 7; stale
0;saltstack;salt; 680; 7; stale
1;saltstack;salt; 680; 7; stale
8;saltstack;salt; 680; 7; stale
5;saltstack;salt; 680; 7; stale
7;saltstack;salt; 680; 7; stale
2;saltstack;salt; 680; 7; stale
5;saltstack;salt; 680; 7; stale
3;saltstack;salt; 670; 7; stale
8;saltstack;salt; 670; 7; stale
7;saltstack;salt; 670; 7; stale
1;saltstack;salt; 670; 7; stale
1;saltstack;salt; 660; 7; stale
1;saltstack;salt; 670; 7; stale
0;saltstack;salt; 670; 7; stale
0;saltstack;salt; 660; 7; stale
3;saltstack;salt; 660; 7; stale
8;saltstack;salt; 650; 7; stale
1;saltstack;salt; 650; 7; stale
3;saltstack;salt; 650; 7; stale
0;saltstack;salt; 650; 7; stale
9;saltstack;salt; 650; 7; stale
9;saltstack;salt; 650; 7; stale
2;saltstack;salt; 640; 7; stale
6;saltstack;salt; 640; 7; stale
8;saltstack;salt; 640; 7; stale
4;saltstack;salt; 640; 7; stale
3;saltstack;salt; 640; 7; stale
6;saltstack;salt; 640; 7; stale
5;saltstack;salt; 630; 7; stale
8;saltstack;salt; 630; 7; stale
3;saltstack;salt; 630; 7; stale
5;saltstack;salt; 630; 7; stale
9;saltstack;salt; 630; 7; stale
2;saltstack;salt; 630; 7; stale
6;saltstack;salt; 630; 7; stale
8;saltstack;salt; 630; 7; stale
2;saltstack;salt; 620; 7; stale
8;saltstack;salt; 620; 7; stale
8;saltstack;salt; 620; 7; stale
5;saltstack;salt; 620; 7; stale
3;saltstack;salt; 620; 7; stale
0;saltstack;salt; 620; 7; stale
2;saltstack;salt; 620; 7; stale
3;saltstack;salt; 620; 7; stale
6;saltstack;salt; 610; 7; stale
1;saltstack;salt; 620; 7; stale
1;saltstack;salt; 610; 7; stale
3;saltstack;salt; 610; 7; stale
6;saltstack;salt; 630; 7; stale
6;saltstack;salt; 610; 7; stale
4;saltstack;salt; 610; 7; stale
1;saltstack;salt; 610; 7; stale
2;saltstack;salt; 610; 7; stale
5;saltstack;salt; 610; 7; stale
6;saltstack;salt; 610; 7; stale
6;saltstack;salt; 610; 7; stale
4;saltstack;salt; 610; 7; stale
0;saltstack;salt; 610; 7; stale
9;saltstack;salt; 610; 7; stale
4;saltstack;salt; 610; 7; stale
7;saltstack;salt; 600; 7; stale
6;saltstack;salt; 600; 7; stale
3;saltstack;salt; 600; 7; stale
5;saltstack;salt; 600; 7; stale
7;saltstack;salt; 600; 7; stale
0;saltstack;salt; 600; 7; stale
6;saltstack;salt; 600; 7; stale
9;saltstack;salt; 600; 7; stale
8;saltstack;salt; 600; 7; stale
1;saltstack;salt; 590; 7; stale
4;saltstack;salt; 590; 7; stale
6;saltstack;salt; 590; 7; stale
6;saltstack;salt; 590; 7; stale
5;saltstack;salt; 590; 7; stale
9;saltstack;salt; 590; 7; stale
1;saltstack;salt; 590; 7; stale
7;saltstack;salt; 590; 7; stale
5;saltstack;salt; 590; 7; stale
4;saltstack;salt; 590; 7; stale
1;saltstack;salt; 590; 7; stale
5;saltstack;salt; 590; 7; stale
3;saltstack;salt; 590; 7; stale
5;saltstack;salt; 590; 7; stale
2;saltstack;salt; 590; 7; stale
7;saltstack;salt; 590; 7; stale
7;saltstack;salt; 590; 7; stale
2;saltstack;salt; 590; 7; stale
9;saltstack;salt; 580; 7; stale
5;saltstack;salt; 580; 7; stale
6;saltstack;salt; 580; 7; stale
9;saltstack;salt; 580; 7; stale
0;saltstack;salt; 580; 7; stale
7;saltstack;salt; 580; 7; stale
3;saltstack;salt; 580; 7; stale
7;saltstack;salt; 580; 7; stale
2;saltstack;salt; 580; 7; stale
0;saltstack;salt; 580; 7; stale
5;saltstack;salt; 580; 7; stale
0;saltstack;salt; 580; 7; stale
7;saltstack;salt; 580; 7; stale
6;saltstack;salt; 570; 7; stale
2;saltstack;salt; 570; 7; stale
3;saltstack;salt; 570; 7; stale
7;saltstack;salt; 570; 7; stale
9;saltstack;salt; 570; 7; stale
6;saltstack;salt; 570; 7; stale
9;saltstack;salt; 570; 7; stale
8;saltstack;salt; 570; 7; stale
5;saltstack;salt; 570; 7; stale
6;saltstack;salt; 570; 7; stale
3;saltstack;salt; 570; 7; stale
0;saltstack;salt; 570; 7; stale
1;saltstack;salt; 560; 7; stale
2;saltstack;salt; 560; 7; stale
8;saltstack;salt; 560; 7; stale
4;saltstack;salt; 560; 7; stale
5;saltstack;salt; 560; 7; stale
8;saltstack;salt; 560; 7; stale
6;saltstack;salt; 560; 7; stale
2;saltstack;salt; 560; 7; stale
4;saltstack;salt; 560; 7; stale
4;saltstack;salt; 550; 7; stale
1;saltstack;salt; 550; 7; stale
3;saltstack;salt; 550; 7; stale
0;saltstack;salt; 550; 7; stale
0;saltstack;salt; 550; 7; stale
1;saltstack;salt; 550; 7; stale
1;saltstack;salt; 550; 7; stale
2;saltstack;salt; 550; 7; stale
2;saltstack;salt; 540; 7; stale
9;saltstack;salt; 540; 7; stale
8;saltstack;salt; 540; 7; stale
6;saltstack;salt; 540; 7; stale
4;saltstack;salt; 540; 7; stale
1;saltstack;salt; 540; 7; stale
4;saltstack;salt; 540; 7; stale
0;saltstack;salt; 540; 7; stale
6;saltstack;salt; 540; 7; stale
2;saltstack;salt; 530; 7; stale
4;saltstack;salt; 540; 7; stale
9;saltstack;salt; 530; 7; stale
0;saltstack;salt; 530; 7; stale
6;saltstack;salt; 530; 7; stale
3;saltstack;salt; 530; 7; stale
9;saltstack;salt; 530; 7; stale
6;saltstack;salt; 530; 7; stale
4;saltstack;salt; 530; 7; stale
6;saltstack;salt; 530; 7; stale
7;saltstack;salt; 530; 7; stale
2;saltstack;salt; 530; 7; stale
1;saltstack;salt; 530; 7; stale
6;saltstack;salt; 530; 7; stale
4;saltstack;salt; 530; 7; stale
8;saltstack;salt; 530; 7; stale
4;saltstack;salt; 530; 7; stale
7;saltstack;salt; 530; 7; stale
4;saltstack;salt; 530; 7; stale
3;saltstack;salt; 530; 7; stale
4;saltstack;salt; 530; 7; stale
6;saltstack;salt; 530; 7; stale
0;saltstack;salt; 530; 7; stale
3;saltstack;salt; 530; 7; stale
9;saltstack;salt; 520; 7; stale
9;saltstack;salt; 530; 7; stale
3;saltstack;salt; 520; 7; stale
5;saltstack;salt; 520; 7; stale
3;saltstack;salt; 520; 7; stale
8;saltstack;salt; 520; 7; stale
4;saltstack;salt; 520; 7; stale
7;saltstack;salt; 520; 7; stale
5;saltstack;salt; 520; 7; stale
8;saltstack;salt; 520; 7; stale
7;saltstack;salt; 520; 7; stale
1;saltstack;salt; 520; 7; stale
4;saltstack;salt; 520; 7; stale
1;saltstack;salt; 520; 7; stale
1;saltstack;salt; 520; 7; stale
9;saltstack;salt; 520; 7; stale
1;saltstack;salt; 520; 7; stale
3;saltstack;salt; 520; 7; stale
8;saltstack;salt; 520; 7; stale
4;saltstack;salt; 520; 7; stale
8;saltstack;salt; 520; 7; stale
4;saltstack;salt; 520; 7; stale
4;saltstack;salt; 510; 7; stale
5;saltstack;salt; 510; 7; stale
3;saltstack;salt; 510; 7; stale
3;saltstack;salt; 510; 7; stale
2;saltstack;salt; 510; 7; stale
2;saltstack;salt; 510; 7; stale
4;saltstack;salt; 510; 7; stale
2;saltstack;salt; 510; 7; stale
9;saltstack;salt; 500; 7; stale
1;saltstack;salt; 510; 7; stale
0;saltstack;salt; 500; 7; stale
6;saltstack;salt; 500; 7; stale
0;saltstack;salt; 500; 7; stale
9;saltstack;salt; 500; 7; stale
6;saltstack;salt; 500; 7; stale
8;saltstack;salt; 490; 7; stale
2;saltstack;salt; 500; 7; stale
3;saltstack;salt; 490; 7; stale
1;saltstack;salt; 490; 7; stale
0;saltstack;salt; 490; 7; stale
7;saltstack;salt; 490; 7; stale
2;saltstack;salt; 490; 7; stale
9;saltstack;salt; 490; 7; stale
0;saltstack;salt; 490; 7; stale
5;saltstack;salt; 480; 7; stale
0;saltstack;salt; 480; 7; stale
6;saltstack;salt; 480; 7; stale
7;saltstack;salt; 480; 7; stale
7;saltstack;salt; 480; 7; stale
6;saltstack;salt; 480; 7; stale
0;saltstack;salt; 480; 7; stale
3;saltstack;salt; 480; 7; stale
8;saltstack;salt; 480; 7; stale
8;saltstack;salt; 480; 7; stale
0;saltstack;salt; 480; 7; stale
2;saltstack;salt; 480; 7; stale
6;saltstack;salt; 480; 7; stale
9;saltstack;salt; 480; 7; stale
8;saltstack;salt; 480; 7; stale
6;saltstack;salt; 480; 7; stale
0;saltstack;salt; 480; 7; stale
2;saltstack;salt; 480; 7; stale
2;saltstack;salt; 480; 7; stale
8;saltstack;salt; 480; 7; stale
6;saltstack;salt; 480; 7; stale
9;saltstack;salt; 480; 7; stale
2;saltstack;salt; 480; 7; stale
0;saltstack;salt; 480; 7; stale
3;dogo;SCLAlertView; 30; 7; stale
7;dogo;SCLAlertView; 30; 7; stale
2;dogo;SCLAlertView; 30; 7; stale
1;dogo;SCLAlertView; 30; 7; wontfix
