fanglingsu,vimb,https://github.com/fanglingsu/vimb.git
avto-dev,static-references-laravel,https://github.com/avto-dev/static-references-laravel.git
Homebrew,homebrew-core,https://github.com/Homebrew/homebrew-core.git
kywk,hexi,https://github.com/kywk/hexi.git
Pipeoverflow,website,https://github.com/Pipeoverflow/website.git
palantir,gradle-baseline,https://github.com/palantir/gradle-baseline.git
Jasig,cas,https://github.com/Jasig/cas.git
travis-ci,dpl,https://github.com/travis-ci/dpl.git
timgrossmann,InstaPy,https://github.com/timgrossmann/InstaPy.git
PowerShell,xSmbShare,https://github.com/PowerShell/xSmbShare.git
donovanwatts,donovanwatts.github.io,https://github.com/donovanwatts/donovanwatts.github.io.git
exercism,xjavascript,https://github.com/exercism/xjavascript.git
CHEF-KOCH,regtweaks,https://github.com/CHEF-KOCH/regtweaks.git
chentsulin,electron-react-boilerplate,https://github.com/chentsulin/electron-react-boilerplate.git
CartoDB,cartodb,https://github.com/CartoDB/cartodb.git
njleonzhang,vue-data-tables,https://github.com/njleonzhang/vue-data-tables.git
ssbc,ssb-ref,https://github.com/ssbc/ssb-ref.git
EmergingTechnologyAdvisors,node-serialport,https://github.com/EmergingTechnologyAdvisors/node-serialport.git
StarExec,code-prettify,https://github.com/StarExec/code-prettify.git
feross,webtorrent-desktop,https://github.com/feross/webtorrent-desktop.git
Glavin001,atom-beautify,https://github.com/Glavin001/atom-beautify.git
yoshuawuyts,bankai,https://github.com/yoshuawuyts/bankai.git
mwarkentin,django-watchman,https://github.com/mwarkentin/django-watchman.git
firefly-iii,firefly-iii,https://github.com/firefly-iii/firefly-iii.git
avtocod,b2b-api-php-laravel,https://github.com/avtocod/b2b-api-php-laravel.git
typo3-themes,themes_showcase,https://github.com/typo3-themes/themes_showcase.git
PowerShell,xFailOverCluster,https://github.com/PowerShell/xFailOverCluster.git
mathieujobin,reduced-rails-for-travis,https://github.com/mathieujobin/reduced-rails-for-travis.git
ethereum,go-ethereum,https://github.com/ethereum/go-ethereum.git
openrazer,openrazer,https://github.com/openrazer/openrazer.git
CHEF-KOCH,CryptoNews,https://github.com/CHEF-KOCH/CryptoNews.git
PlagueHO,FSRMDsc,https://github.com/PlagueHO/FSRMDsc.git
nspragg,filehound,https://github.com/nspragg/filehound.git
Laravel-Backpack,Generators,https://github.com/Laravel-Backpack/Generators.git
gpu0,gpu0.github.io,https://github.com/gpu0/gpu0.github.io.git
zooniverse,Panoptes,https://github.com/zooniverse/Panoptes.git
Laravel-Backpack,permissionmanager,https://github.com/Laravel-Backpack/permissionmanager.git
sverweij,dependency-cruiser,https://github.com/sverweij/dependency-cruiser.git
parksw3,parksw3.github.io,https://github.com/parksw3/parksw3.github.io.git
askmike,gekko,https://github.com/askmike/gekko.git
phingofficial,phing,https://github.com/phingofficial/phing.git
ssbc,patchwork,https://github.com/ssbc/patchwork.git
mikesplain,openvas-docker,https://github.com/mikesplain/openvas-docker.git
jimmidyson,minishift,https://github.com/jimmidyson/minishift.git
amar-laksh,brew_sudo,https://github.com/amar-laksh/brew_sudo.git
Screenly,screenly-ose,https://github.com/Screenly/screenly-ose.git
gorilla,schema,https://github.com/gorilla/schema.git
jsbin,jsbin,https://github.com/jsbin/jsbin.git
s0ph1e,node-css-url-parser,https://github.com/s0ph1e/node-css-url-parser.git
GoogleCloudPlatform,professional-services,https://github.com/GoogleCloudPlatform/professional-services.git
bfontaine,homebrew-command-not-found,https://github.com/bfontaine/homebrew-command-not-found.git
McJty,RFTools,https://github.com/McJty/RFTools.git
ssbc,nicedate,https://github.com/ssbc/nicedate.git
georgeluong,georgeluong.github.io,https://github.com/georgeluong/georgeluong.github.io.git
jzaefferer,jquery-validation,https://github.com/jzaefferer/jquery-validation.git
mfariacastro,mfariacastro.github.io,https://github.com/mfariacastro/mfariacastro.github.io.git
niosus,EasyClangComplete,https://github.com/niosus/EasyClangComplete.git
storybooks,storybook,https://github.com/storybooks/storybook.git
LinioIT,common,https://github.com/LinioIT/common.git
