A;owner;project_name;exempt_labels
7;SkyHarp;LegendOfMountainSea;['epic', 'art', 'enhancement', 'good first issue', 'refactor', 'help wanted', 'feature']
1;github;pages-gem;['pinned', 'security']
8;github;pages-gem;['pinned', 'security']
4;github;pages-gem;['pinned', 'security']
4;pages-themes;midnight;['pinned', 'security']
6;webdriverio;webdriverio;['Bug']
2;WormieCorp;Localization.AspNetCore.TagHelpers;
0;WormieCorp;Localization.AspNetCore.TagHelpers;
2;phille97;phille97.github.io;
2;thomaspark;bootswatch;['pinned', 'security']
7;merencia;node-cron;['pinned', 'security']
2;merencia;node-cron;['pinned', 'security']
4;merencia;node-cron;['pinned', 'security']
7;merencia;node-cron;['pinned', 'security']
4;tony;libtmux;['pinned', 'security']
9;bolt;bolt;['Refactor', 'Security']
2;bolt;bolt;['Refactor', 'Security']
7;bolt;bolt;['Refactor', 'Security']
9;bolt;bolt;['Refactor', 'Security']
1;bolt;bolt;['refactor', 'security']
1;bolt;bolt;['refactor', 'security']
4;bolt;bolt;['refactor', 'security', 'keep']
9;bolt;bolt;['refactor', 'security', 'keep']
9;bolt;bolt;['refactor', 'security', 'keep']
9;less;less.js;['Up-For-Grabs', 'Bug']
1;less;less.js;['up-for-grabs', 'bug']
1;less;less.js;['up-for-grabs', 'bug']
5;less;less.js;['up-for-grabs', 'bug']
6;less;less.js;['up-for-grabs', 'bug']
6;less;less.js;['up-for-grabs', 'bug']
6;less;less.js;['up-for-grabs', 'bug']
0;justwatchcom;gopass;['pinned', 'security']
9;cmusatyalab;openface;['pinned', 'security']
6;nijel;weblate-docker;['pinned', 'security', 'bug', 'enhancement', 'documentation', 'security']
5;techfort;LokiJS;['pinned', 'security']
7;CHEF-KOCH;ProjectX;
3;indrekots;indrekots.github.io;
3;indrekots;indrekots.github.io;
8;indrekots;indrekots.github.io;
8;ssbc;ssb-markdown;['pinned', 'security']
5;GeoDienstenCentrum;closure-compiler-maven-plugin;['future', 'security']
8;rs;SDWebImage;['important']
4;rs;SDWebImage;['important']
1;rs;SDWebImage;['important']
6;csirtgadgets;bearded-avenger-sdk-py;['pinned', 'security']
1;ashfurrow;Moya;
7;ashfurrow;Moya;
2;ashfurrow;Moya;
6;ashfurrow;Moya;
1;ashfurrow;Moya;
6;ashfurrow;Moya;
5;ashfurrow;Moya;
1;ashfurrow;Moya;
2;ashfurrow;Moya;
3;ashfurrow;Moya;
8;ashfurrow;Moya;
2;ashfurrow;Moya;
2;ashfurrow;Moya;
4;ashfurrow;Moya;
7;ashfurrow;Moya;
5;ashfurrow;Moya;
7;ashfurrow;Moya;
4;ashfurrow;Moya;
4;ashfurrow;Moya;
8;ashfurrow;Moya;
2;ashfurrow;Moya;
1;ashfurrow;Moya;
0;ashfurrow;Moya;
3;ashfurrow;Moya;
6;ashfurrow;Moya;
5;ashfurrow;Moya;
0;ashfurrow;Moya;
7;ashfurrow;Moya;
0;ashfurrow;Moya;
7;ashfurrow;Moya;
5;ashfurrow;Moya;
0;cleanflight;cleanflight-configurator;['BUG', 'Feature Request', 'Pinned', 'confirmed']
0;cleanflight;cleanflight-configurator;['BUG', 'Feature Request', 'Pinned', 'confirmed']
9;cleanflight;cleanflight-configurator;['BUG', 'Feature Request', 'Pinned', 'confirmed']
7;cleanflight;cleanflight-configurator;['BUG', 'Feature Request', 'Pinned', 'confirmed']
7;okonet;react-dropzone;['BREAKING CHANGE', 'React Dropzone Maintaners']
9;okonet;react-dropzone;['BREAKING CHANGE', 'React Dropzone Maintaners']
8;okonet;react-dropzone;['BREAKING CHANGE', 'in progress', 'React Dropzone Maintaners']
8;feross;webtorrent-app;['accepted', 'bug', 'enhancement']
1;feross;webtorrent-app;['accepted', 'bug', 'enhancement']
3;feross;webtorrent-app;['accepted', 'bug', 'enhancement', 'meta']
5;feross;webtorrent-app;['accepted', 'bug', 'enhancement', 'meta']
4;feathersjs;feathers-mubsub;['greenkeeper', 'bug', 'security', 'enhancement']
1;unitejs;core;
0;martincostello;browserstack-automate;['blocked', 'pinned', 'security']
9;martincostello;browserstack-automate;['blocked', 'pinned', 'security']
2;istio;istio;['help wanted']
8;istio;istio;['help wanted']
9;istio;istio;['help wanted', 'Epic']
2;istio;istio;['help wanted', 'Epic']
0;istio;istio;['help wanted', 'Epic', 'no stalebot']
5;istio;istio;['help wanted', 'Epic', 'no stalebot']
4;sinonjs;lolex;['pinned', 'security']
1;sinonjs;lolex;['pinned', 'security']
4;benbalter;jekyll-style-guide;['pinned', 'security']
0;benbalter;jekyll-style-guide;['pinned', 'security']
7;zulu-zsh;zulu;['future']
3;zulu-zsh;zulu;['future']
9;mtsmfm;railstest;['pinned', 'security', 'With reproduction steps', 'attached PR', 'regression', 'release blocker']
6;mtsmfm;railstest;['pinned', 'security', 'With reproduction steps', 'attached PR', 'regression', 'release blocker']
6;mtsmfm;railstest;['pinned', 'security', 'With reproduction steps', 'attached PR', 'regression', 'release blocker']
8;mtsmfm;railstest;['pinned', 'security', 'With reproduction steps', 'attached PR', 'regression', 'release blocker']
8;mtsmfm;railstest;['pinned', 'security', 'With reproduction steps', 'attached PR', 'regression', 'release blocker']
3;cucumber;cucumber-jvm;['slow-burner']
1;cucumber;cucumber-jvm;['slow-burner']
4;cucumber;cucumber-jvm;['Slow Burner']
1;cucumber;cucumber-jvm;['Slow Burner']
1;cucumber;cucumber-jvm;['Slow Burner']
2;nijel;weblate;['pinned', 'security']
7;nijel;weblate;['pinned', 'security']
7;nijel;weblate;['pinned', 'security', 'bug', 'enhancement', 'documentation', 'security']
1;nijel;weblate;['pinned', 'security', 'bug', 'enhancement', 'documentation', 'security']
0;nijel;weblate;['pinned', 'security', 'bug', 'enhancement', 'documentation', 'security']
8;nijel;weblate;['pinned', 'security', 'bug', 'enhancement', 'documentation', 'security']
2;voodootikigod;node-serialport;['never-stale', 'docs', 'bug', 'feature-request', 'help-wanted']
9;voodootikigod;node-serialport;['never-stale', 'docs', 'bug', 'feature-request', 'help-wanted']
3;Caged;d3-tip;['pinned', 'security']
8;Caged;d3-tip;['pinned', 'security']
3;Caged;d3-tip;['pinned', 'security']
3;emotion-js;emotion;['pinned']
5;stephentuso;welcome-android;['pinned', 'security', 'enhancement']
8;bpicode;fritzctl;['pinned', 'security']
0;mattlewis92;angular2-calendar;
5;equinusocio;vsc-material-theme;['Discussion', 'Bug']
9;equinusocio;vsc-material-theme;['Discussion', 'Bug']
0;ankane;chartkick;['enhancement']
2;benbalter;wp-document-revisions;['pinned', 'security']
6;benbalter;wp-document-revisions;['pinned', 'security']
5;benbalter;wp-document-revisions;['pinned', 'security']
8;benbalter;wp-document-revisions;['pinned', 'security']
4;ssbc;muxrpc;['pinned', 'security']
8;pmviva;bookmark_system;['pinned', 'security']
8;PowerShell;xSQLServer;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'on hold']
6;PowerShell;xSQLServer;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
6;PowerShell;xSQLServer;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
2;PowerShell;xSQLServer;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
0;PowerShell;xSQLServer;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
2;PowerShell;xSQLServer;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
5;PowerShell;xSQLServer;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
3;PowerShell;xSQLServer;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
0;PowerShell;xSQLServer;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
0;wso2;carbon-device-mgt;['in progress']
7;wso2;carbon-device-mgt;
9;wso2;carbon-device-mgt;
3;wso2;carbon-device-mgt;
8;wso2;carbon-device-mgt;
3;PlagueHO;cFSRM;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
8;PlagueHO;cFSRM;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
5;ceolter;angular-grid;['in_zendesk']
7;ceolter;angular-grid;['in_zendesk']
0;ceolter;angular-grid;['in_zendesk']
5;ceolter;angular-grid;['in_zendesk']
0;ceolter;angular-grid;['in_zendesk']
8;WeblateOrg;weblate;['pinned', 'security']
0;WeblateOrg;weblate;['pinned', 'security']
2;WeblateOrg;weblate;['pinned', 'security', 'bug', 'enhancement', 'documentation', 'security']
6;WeblateOrg;weblate;['pinned', 'security', 'bug', 'enhancement', 'documentation', 'security']
4;WeblateOrg;weblate;['pinned', 'security', 'bug', 'enhancement', 'documentation', 'security']
6;WeblateOrg;weblate;['pinned', 'security', 'bug', 'enhancement', 'documentation', 'security']
4;restify;node-restify;['Critical', 'Serve']
3;Homebrew;homebrew-command-not-found;['gsoc-outreachy', 'help wanted', 'in progress']
0;Homebrew;homebrew-command-not-found;['gsoc-outreachy', 'help wanted', 'in progress']
6;mattlewis92;angular-calendar;
6;apis-is;apis;['pinned', 'security']
4;apis-is;apis;['bug']
2;auth0-extensions;auth0-github-deploy;
1;obiba;onyx-instruments;['pinned', 'improvement', 'security']
4;GetStream;Winds;['pinned', 'security']
0;GetStream;Winds;['pinned', 'security']
6;GetStream;Winds;['pinned', 'security']
9;GetStream;Winds;['pinned', 'security']
8;GetStream;Winds;['pinned', 'security']
1;LinioIT;spreadsheet-parser;['pinned', 'security']
2;luispadron;UICircularProgressRing;['pinned', 'security', 'confirmed']
7;luispadron;UICircularProgressRing;['pinned', 'security', 'confirmed']
1;luispadron;UICircularProgressRing;['pinned', 'security', 'confirmed']
7;luispadron;UICircularProgressRing;['pinned', 'security', 'bug', 'confirmed']
4;nightwatchjs;nightwatch;['META', 'pinned']
7;nightwatchjs;nightwatch;['META', 'pinned', 'enhancement']
1;nightwatchjs;nightwatch;['META', 'pinned', 'enhancement']
1;nightwatchjs;nightwatch;['META', 'pinned', 'enhancement']
8;VulcanJS;Vulcan;['pinned', 'security']
7;optonaut;ActiveLabel.swift;['pinned', 'security', 'neverstale']
3;optonaut;ActiveLabel.swift;['pinned', 'security', 'neverstale']
9;optonaut;ActiveLabel.swift;['pinned', 'security', 'neverstale']
9;PowerShell;xWindowsUpdate;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
5;PowerShell;xSharePoint;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
6;PowerShell;xSharePoint;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
2;PowerShell;xSharePoint;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
4;PowerShell;xSharePoint;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
5;violetaria;violetaria.github.io;['pinned', 'security']
5;violetaria;violetaria.github.io;['pinned', 'security']
8;violetaria;violetaria.github.io;
1;violetaria;violetaria.github.io;
3;violetaria;violetaria.github.io;
4;PowerShell;xDSCResourceDesigner;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
7;andreipitis;ASPCircleChart;['pinned', 'security', 'bug', 'enhancement']
1;andreipitis;ASPCircleChart;['pinned', 'security', 'bug', 'enhancement']
8;pages-themes;minimal;['pinned', 'security']
8;Semantic-Org;Semantic-UI;['pinned', 'security']
2;Semantic-Org;Semantic-UI;['Confirmed Bug', 'Needs Milestone']
6;Semantic-Org;Semantic-UI;['Confirmed Bug', 'Needs Milestone']
6;Semantic-Org;Semantic-UI;['pinned', 'security']
0;Semantic-Org;Semantic-UI;['pinned', 'security']
7;feathersjs;feathers-service-tests;['greenkeeper', 'bug', 'security', 'enhancement']
2;miekg;coredns;['pinned', 'security']
7;miekg;coredns;['pinned', 'security', 'later']
5;miekg;coredns;['pinned', 'security', 'later']
3;miekg;coredns;['pinned', 'security', 'later', 'bug']
8;ATLauncher;Backend-NEXT;['discussion', 'roadmap-long-term', 'roadmap-medium-term', 'roadmap-short-term', 'help-wanted']
8;ATLauncher;Backend-NEXT;['discussion', 'roadmap-long-term', 'roadmap-medium-term', 'roadmap-short-term', 'help-wanted']
1;aloisklink;aloisklink.github.io;['pinned', 'security']
3;aloisklink;aloisklink.github.io;['pinned', 'security']
5;aloisklink;aloisklink.github.io;
4;aloisklink;aloisklink.github.io;
0;aloisklink;aloisklink.github.io;
0;aloisklink;aloisklink.github.io;
2;aloisklink;aloisklink.github.io;
1;aloisklink;aloisklink.github.io;
9;aloisklink;aloisklink.github.io;
6;aloisklink;aloisklink.github.io;
7;aloisklink;aloisklink.github.io;
0;aloisklink;aloisklink.github.io;
6;aloisklink;aloisklink.github.io;
8;aloisklink;aloisklink.github.io;
1;goadesign;goa;['pinned', 'security']
8;goadesign;goa;['pinned', 'security']
6;vuematerial;vue-material;['bug', 'help wanted', 'request']
7;gatsbyjs;gatsby;['bug']
4;gatsbyjs;gatsby;['bug']
1;cerner;beadledom;['bug', 'enhancement', 'question', 'help wanted']
9;feathersjs;feathers-mongoose;['greenkeeper', 'bug', 'security', 'enhancement']
7;bkeepers;PRobot;['pinned', 'security']
9;bkeepers;PRobot;['pinned', 'security']
3;bkeepers;PRobot;['pinned', 'security']
9;mcollina;fastify;
6;mcollina;fastify;
9;martincostello;sqllocaldb;['blocked', 'pinned', 'security']
6;martincostello;sqllocaldb;['blocked', 'pinned', 'security']
1;wangjordy;wangjordy.github.io;['bug', 'discussion', 'need-verify', 'pending-reply', 'wontfix', 'duplicate', 'invalid']
2;wangjordy;wangjordy.github.io;['bug', 'discussion', 'need-verify', 'pending-reply', 'feature-request', 'enhancement', 'wontfix', 'duplicate', 'invalid']
0;feathersjs;feathers-knex;['greenkeeper', 'bug', 'security', 'enhancement']
4;PowerShell;xWebAdministration;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
2;exercism;xpascal;
3;choojs;bankai;['pinned', 'security']
8;msiemens;tinydb;['bug', 'pinned']
2;msiemens;tinydb;['bug', 'pinned']
3;msiemens;tinydb;['bug', 'pinned', 'contributions-welcome']
4;rosekaron;rosekaron.github.io;
7;rosekaron;rosekaron.github.io;
6;rosekaron;rosekaron.github.io;
1;awslabs;aws-sdk-ios-samples;
1;auth0-extensions;auth0-box-platform-extension;
5;dawson-org;dawson-cli;['pinned', 'security']
8;dawson-org;dawson-cli;['pinned', 'security']
9;dawson-org;dawson-cli;['pinned', 'security']
6;PowerShell;xPhp;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
1;stoelzle;pdfify-alfred;
3;stoelzle;pdfify-alfred;
9;javascript-obfuscator;javascript-obfuscator;['bug', 'enhancement', 'future', 'high priority', 'plans', 'waiting for release']
7;wysiwygjs;wysiwyg.js;
8;Homebrew;homebrew-services;['gsoc-outreachy', 'help wanted', 'in progress']
5;PowerShell;xWindowsRestore;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
4;tbsexton;tbsexton.github.io;['pinned', 'security']
8;tbsexton;tbsexton.github.io;['pinned', 'security']
2;tbsexton;tbsexton.github.io;
8;tbsexton;tbsexton.github.io;
6;tbsexton;tbsexton.github.io;
0;tbsexton;tbsexton.github.io;
4;tbsexton;tbsexton.github.io;
6;tbsexton;tbsexton.github.io;
1;tbsexton;tbsexton.github.io;
2;tbsexton;tbsexton.github.io;
6;tbsexton;tbsexton.github.io;
5;tbsexton;tbsexton.github.io;
6;tbsexton;tbsexton.github.io;
3;tbsexton;tbsexton.github.io;
7;ljvmiranda921;pyswarms;['admin']
9;PowerShell;xSCVMM;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
3;apollostack;react-apollo;['pinned', 'security', 'enhancement']
2;apollostack;react-apollo;['pinned', 'security', 'enhancement']
0;apollostack;react-apollo;['pinned', 'security', 'enhancement']
0;apollostack;react-apollo;['feature', 'security', 'enhancement']
8;Eugeny;terminus;
4;McJty;RFToolsDimensions;['confirmed']
1;bkimminich;z85-cli;['enhancement', 'technical debt']
6;bkimminich;z85-cli;['enhancement', 'technical debt']
9;ParsePlatform;Parse-SDK-iOS-OSX;['pinned', 'security', 'good first issue', 'good first task', 'bug', 'needs investigation', 'up for grabs']
4;bkimminich;juice-shop-ctf;['bounty', 'enhancement', 'technical debt']
6;bkimminich;juice-shop-ctf;['bounty', 'enhancement', 'technical debt']
3;bkimminich;juice-shop-ctf;['bounty', 'enhancement', 'technical debt']
0;bkimminich;juice-shop-ctf;['bounty', 'enhancement', 'technical debt']
6;PowerShell;DscResource.Tests;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
2;dresden-elektronik;deconz-rest-plugin;['pinned', 'security']
5;dresden-elektronik;deconz-rest-plugin;['pinned', 'security']
9;soscripted;sox;['contributions welcome', 'confirmed', 'in progress', 'approved']
3;node-nock;nock;['pinned']
2;node-nock;nock;['pinned']
2;node-nock;nock;['pinned']
0;martincostello;alexa-london-travel-site;['blocked', 'pinned', 'security']
9;martincostello;alexa-london-travel-site;['blocked', 'pinned', 'security']
7;danielcaldas;react-d3-graph;['pinned', 'security']
2;danielcaldas;react-d3-graph;
1;danielcaldas;react-d3-graph;['pinned', 'security']
6;danielcaldas;react-d3-graph;['pinned', 'security']
3;excon;excon.github.io;['pinned', 'security']
1;goreleaser;goreleaser;['pinned', 'security']
1;goreleaser;goreleaser;['pinned', 'security']
7;goreleaser;goreleaser;['pinned', 'security']
8;awslabs;aws-sdk-android-samples;
4;serverspec;specinfra;['pinned', 'security']
2;FogPress;docker-alpine;
2;tangming2008;tangming2008.github.io;['pinned', 'security']
9;tangming2008;tangming2008.github.io;['pinned', 'security']
2;tangming2008;tangming2008.github.io;
7;tangming2008;tangming2008.github.io;
4;tangming2008;tangming2008.github.io;
6;tangming2008;tangming2008.github.io;
9;tangming2008;tangming2008.github.io;
3;tangming2008;tangming2008.github.io;
0;feathersjs;feathers-logger;['greenkeeper', 'bug', 'security', 'enhancement']
0;mati75;vimb;['rfc', 'security', 'pinned', 'bug']
0;mati75;vimb;['rfc', 'security', 'pinned', 'bug']
7;cesarferreira;alfi;['pinned', 'security']
9;gorilla;mux;['v2', 'needs-review', 'work-required']
6;nijel;wlc;['pinned', 'security', 'bug', 'enhancement', 'documentation', 'security']
3;marcosmoura;vue-material;['bug', 'help wanted', 'request']
6;CHEF-KOCH;FFCK;
3;angular-ui;ui-grid;['help wanted', 'good first issue']
7;education;classroom;
1;education;classroom;
9;education;classroom;
7;education;classroom;['Security', 'feature-request']
5;education;classroom;['Security', 'feature-request']
3;education;classroom;['Security', 'feature-request']
5;education;classroom;['Security', 'feature-request']
8;education;classroom;['Security', 'feature-request']
4;education;classroom;['Security', 'feature-request']
0;education;classroom;['Security', 'feature-request']
3;education;classroom;['Security', 'feature request']
9;education;classroom;['Security', 'feature request']
0;education;classroom;['Security', 'feature request']
6;education;classroom;['Security', 'feature request']
6;education;classroom;['Security', 'feature request']
2;education;classroom;['Security', 'feature request']
6;education;classroom;['Security', 'feature request']
4;education;classroom;['Security', 'feature request']
8;education;classroom;['Security', 'feature request']
9;education;classroom;['Security', 'feature request']
8;education;classroom;['Security', 'feature request']
3;education;classroom;['Security', 'feature request']
1;education;classroom;['Security', 'feature request']
2;LinioIT;input;
7;LinioIT;input;['pinned', 'security']
5;LinioIT;input;['pinned', 'security']
7;serverdensity;sd-agent-core-plugins;['security']
2;serverdensity;sd-agent-core-plugins;['security']
2;serverdensity;sd-agent-core-plugins;['security']
1;serverdensity;sd-agent-core-plugins;['security']
3;serverdensity;sd-agent-core-plugins;['security']
5;serverdensity;sd-agent-core-plugins;['security']
4;serverdensity;sd-agent-core-plugins;['security']
6;serverdensity;sd-agent-core-plugins;['security']
1;serverdensity;sd-agent-core-plugins;['security']
5;serverdensity;sd-agent-core-plugins;['security']
2;serverdensity;sd-agent-core-plugins;['security']
6;serverdensity;sd-agent-core-plugins;['security']
6;serverdensity;sd-agent-core-plugins;['security']
8;serverdensity;sd-agent-core-plugins;['security']
1;serverdensity;sd-agent-core-plugins;['security']
9;serverdensity;sd-agent-core-plugins;['security']
0;serverdensity;sd-agent-core-plugins;['security']
0;serverdensity;sd-agent-core-plugins;['security']
2;jpadilla;ember-cli-simple-auth-token;['pinned', 'security']
5;jpadilla;ember-cli-simple-auth-token;['pinned', 'security']
8;feathersjs;feathers-mongodb;['greenkeeper', 'bug', 'security', 'enhancement']
3;jaredpalmer;razzle;['pinned', 'security']
5;poldracklab;preprocessing-workflow;['pinned', 'security']
9;poldracklab;preprocessing-workflow;['pinned', 'security', 'feature', 'help wanted', 'low priority']
6;poldracklab;preprocessing-workflow;['pinned', 'security', 'feature', 'help wanted', 'low priority']
6;poldracklab;preprocessing-workflow;['pinned', 'security']
3;poldracklab;preprocessing-workflow;['pinned', 'security', 'feature', 'help wanted', 'low priority']
8;poldracklab;preprocessing-workflow;['pinned', 'security', 'feature', 'help wanted', 'low priority']
7;poldracklab;preprocessing-workflow;['pinned', 'security', 'feature', 'help wanted', 'low priority']
4;ToroCraft;Minecoprocessors;['pinned', 'security', 'confirmed']
9;ToroCraft;Minecoprocessors;['pinned', 'security', 'confirmed']
2;ToroCraft;Minecoprocessors;['pinned', 'security', 'confirmed']
4;spotify;helios;['pinned', 'security']
7;spotify;helios;['pinned', 'security']
2;rpottsoh;exercism-delphi;
6;cesarferreira;dryrun;['pinned', 'security']
9;eventespresso;eea-payment-methods-pro;
7;hassio-addons;build-env;['confirmed']
0;savonrb;savon;['pinned', 'security']
4;savonrb;savon;['pinned', 'security']
6;securestate;king-phisher;['pinned', 'security']
7;securestate;king-phisher;['pinned', 'security']
7;WildGums;Orc.Sort;['pinned', 'security']
3;WildGums;Orc.Sort;['pinned', 'security']
4;WildGums;Orc.Sort;['pinned', 'security', 'planned', 'nostale']
6;brchristian;rails;['pinned', 'security', 'With reproduction steps', 'attached PR', 'regression', 'release blocker']
9;brchristian;rails;['pinned', 'security', 'With reproduction steps', 'attached PR', 'regression', 'release blocker']
4;brchristian;rails;['pinned', 'security', 'With reproduction steps', 'attached PR', 'regression', 'release blocker']
5;brchristian;rails;['pinned', 'security', 'With reproduction steps', 'attached PR', 'regression', 'release blocker']
2;brchristian;rails;['pinned', 'security', 'With reproduction steps', 'attached PR', 'regression', 'release blocker']
3;brchristian;rails;['pinned', 'security', 'With reproduction steps', 'attached PR', 'regression', 'release blocker']
8;brchristian;rails;['pinned', 'security', 'With reproduction steps', 'attached PR', 'regression', 'release blocker']
4;wso2-incubator;product-device-cloud;['in progress']
4;wso2-incubator;product-device-cloud;['in progress']
1;wso2-incubator;product-device-cloud;['in progress']
3;wso2-incubator;product-device-cloud;
7;wso2-incubator;product-device-cloud;
3;wso2-incubator;product-device-cloud;
6;wso2-incubator;product-device-cloud;
8;Samfox2;homebridge-domotiga;['pinned', 'security', 'bug']
2;Mirantis;virtlet;
3;Mirantis;virtlet;
8;auth0-extensions;auth0-extension-ui;
5;react-dropzone;react-dropzone;['BREAKING CHANGE', 'React Dropzone Maintaners']
6;react-dropzone;react-dropzone;['BREAKING CHANGE', 'React Dropzone Maintaners']
9;react-dropzone;react-dropzone;['BREAKING CHANGE', 'in progress', 'React Dropzone Maintaners']
4;jaredpalmer;react-production-starter;['pinned', 'security']
6;PowerShell;xPSDesiredStateConfiguration;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
8;ssbc;ssb-feed;['pinned', 'security']
2;exercism;xerlang;
6;exercism;xerlang;
4;exercism;xerlang;
1;exercism;xerlang;
1;exercism;xerlang;
1;exercism;xerlang;
1;exercism;xerlang;
1;PowerShell;xWebDeploy;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
2;tarampampam;nod32-update-mirror;
6;tarampampam;nod32-update-mirror;
9;pattern-lab;patternlab-node;['staged of next release']
7;pattern-lab;patternlab-node;['staged of next release']
0;pattern-lab;patternlab-node;['staged of next release']
2;pattern-lab;patternlab-node;['staged of next release']
9;pattern-lab;patternlab-node;['staged for next release', 'pinned']
6;pattern-lab;patternlab-node;['staged for next release', 'pinned']
1;pattern-lab;patternlab-node;['staged for next release', 'pinned']
2;pattern-lab;patternlab-node;['staged for next release', 'pinned']
0;pattern-lab;patternlab-node;['staged of next release']
6;pattern-lab;patternlab-node;['staged for next release', 'pinned']
0;pattern-lab;patternlab-node;
2;pattern-lab;patternlab-node;
8;pattern-lab;patternlab-node;
3;PowerShell;xAzure;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
0;ceolter;ag-grid;['in_zendesk']
4;ceolter;ag-grid;['in_zendesk']
9;ceolter;ag-grid;['in_zendesk']
6;ceolter;ag-grid;['in_zendesk']
1;ceolter;ag-grid;['in_zendesk']
5;iberianpig;fusuma;['pinned', 'security']
3;rackerlabs;django-DefectDojo;['pinned', 'security']
0;rackerlabs;django-DefectDojo;['pinned', 'security']
7;CatenaLogic;RepositoryCleaner;['pinned', 'security']
2;feathersjs;feathers-nedb;['greenkeeper', 'bug', 'security', 'enhancement']
5;kura;eevee;
5;mattlewis92;angular-bootstrap-calendar;['pinned', 'security']
2;PowerShell;xNetworking;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
2;PowerShell;xNetworking;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
4;devopsdays;devopsdays-cli;['pinned', 'security']
5;devopsdays;devopsdays-cli;['pinned', 'security']
8;kura;yarg;
2;mhbu50;frappe;['hotfix']
4;mhbu50;frappe;['hotfix']
5;cucumber;cucumber-ruby-core;['Slow Burner']
5;exercism;xlisp;
7;benbalter;jekyll-titles-from-headings;['pinned', 'security']
1;benbalter;jekyll-titles-from-headings;['pinned', 'security']
7;benbalter;jekyll-titles-from-headings;['pinned', 'security']
6;benbalter;jekyll-titles-from-headings;['pinned', 'security']
1;benbalter;jekyll-titles-from-headings;['pinned', 'security']
8;directus;directus;['pinned', 'security']
4;prakhar1989;react-tags;['pinned', 'feature', 'next', 'help wanted', 'good first issue', 'IE', 'security', 'greenkeeper', 'bug']
3;airsonic;airsonic;['enhancement', 'accepted', 'critical', 'confirmed']
8;airsonic;airsonic;['enhancement', 'accepted', 'critical', 'confirmed']
9;airsonic;airsonic;['enhancement', 'accepted', 'critical', 'neverstale', 'confirmed']
4;HewlettPackard;fog-core;['pinned', 'security']
8;fog;xDnsServer;['needs review', 'on hold', 'waiting for CLA pass', 'bug', 'enhancement', 'tests', 'documentation', 'resource proposal', 'on hold']
7;PowerShell;netdata;['bug']
9;ktsaou;netdata;['bug']
